city,state,price,bedroom_number,bathroom_number,price_per_unit
Brooklyn,NY,655000.0,2.0,2.0,850.0
Brooklyn,NY,499000.0,2.0,2.0,369.0
Brooklyn,NY,5950000.0,5.0,6.0,595.0
Brooklyn,NY,399000.0,3.0,2.0,338.0
Brooklyn,NY,775900.0,2.0,2.0,620.0
Brooklyn,NY,225000.0,1.0,1.0,281.0
Brooklyn,NY,239000.0,0.0,1.0,531.0
Brooklyn,NY,859000.0,,2.0,671.0
Brooklyn,NY,849900.0,2.0,2.0,748.0
Brooklyn,NY,2100000.0,3.0,3.0,1105.0
Brooklyn,NY,750000.0,5.0,3.0,352.0
Brooklyn,NY,990000.0,5.0,4.0,
Brooklyn,NY,555000.0,4.0,2.0,
Brooklyn,NY,1100000.0,5.0,4.0,
Brooklyn,NY,1250000.0,5.0,4.0,
Brooklyn,NY,998000.0,5.0,3.0,
Brooklyn,NY,680000.0,4.0,2.0,
Brooklyn,NY,949000.0,6.0,4.0,431.0
Brooklyn,NY,699000.0,3.0,2.0,485.0
Brooklyn,NY,989000.0,5.0,3.0,
Brooklyn,NY,900000.0,4.0,3.0,374.0
Brooklyn,NY,688000.0,4.0,3.0,585.0
Brooklyn,NY,899000.0,6.0,3.0,591.0
Brooklyn,NY,679000.0,3.0,2.0,547.0
Brooklyn,NY,650000.0,3.0,3.0,503.0
Brooklyn,NY,180000.0,0.0,1.0,327.0
Brooklyn,NY,425000.0,,,150.0
Brooklyn,NY,339000.0,2.0,1.0,339.0
Brooklyn,NY,1249888.0,3.0,2.0,921.0
Brooklyn,NY,1199900.0,2.0,2.0,1056.0
Brooklyn,NY,999000.0,3.0,2.0,666.0
Brooklyn,NY,987000.0,5.0,4.0,396.0
Brooklyn,NY,699000.0,3.0,2.0,635.0
Brooklyn,NY,995000.0,2.0,2.0,928.0
Brooklyn,NY,625000.0,2.0,2.0,849.0
Brooklyn,NY,799000.0,1.0,2.0,729.0
Brooklyn,NY,466000.0,1.0,1.0,
Brooklyn,NY,495000.0,1.0,1.0,615.0
Brooklyn,NY,625000.0,2.0,2.0,849.0
Brooklyn,NY,2650000.0,5.0,4.0,981.0
Brooklyn,NY,466000.0,1.0,1.0,850.0
Brooklyn,NY,765000.0,1.0,1.0,1069.0
Brooklyn,NY,540000.0,1.0,1.0,570.0
Brooklyn,NY,466000.0,1.0,1.0,850.0
Brooklyn,NY,799000.0,2.0,1.0,
Brooklyn,NY,424000.0,1.0,1.0,851.0
Brooklyn,NY,1800000.0,,,
Brooklyn,NY,625000.0,2.0,2.0,849.0
Brooklyn,NY,1135000.0,2.0,2.0,
Brooklyn,NY,655000.0,2.0,2.0,850.0
Brooklyn,NY,899000.0,2.0,2.0,623.0
Brooklyn,NY,1099000.0,2.0,2.0,952.0
Brooklyn,NY,1100000.0,1.0,2.0,1063.0
Brooklyn,NY,399000.0,1.0,1.0,420.0
Brooklyn,NY,899000.0,2.0,2.0,623.0
Brooklyn,NY,299000.0,1.0,1.0,351.0
Brooklyn,NY,729000.0,1.0,1.0,1012.0
Brooklyn,NY,879000.0,4.0,3.0,498.0
Brooklyn,NY,3500000.0,5.0,4.0,1085.0
Brooklyn,NY,375000.0,3.0,2.0,267.0
Brooklyn,NY,3999999.0,5.0,5.0,1126.0
Brooklyn,NY,375000.0,1.0,1.0,520.0
Brooklyn,NY,762000.0,2.0,1.0,
Brooklyn,NY,285000.0,2.0,1.0,300.0
Brooklyn,NY,899000.0,1.0,2.0,887.0
Brooklyn,NY,499000.0,2.0,2.0,415.0
Brooklyn,NY,550000.0,1.0,1.0,611.0
Brooklyn,NY,1099000.0,9.0,5.0,
Brooklyn,NY,1395000.0,2.0,1.0,1328.0
Brooklyn,NY,429000.0,1.0,1.0,429.0
Brooklyn,NY,729000.0,2.0,1.0,934.0
Brooklyn,NY,499000.0,1.0,1.0,756.0
Brooklyn,NY,2490000.0,4.0,4.0,1245.0
Brooklyn,NY,1499000.0,2.0,2.0,1288.0
Brooklyn,NY,285000.0,0.0,0.0,
Brooklyn,NY,689000.0,1.0,1.0,984.0
Brooklyn,NY,1099000.0,,5.0,
Brooklyn,NY,760000.0,1.0,1.0,810.0
Brooklyn,NY,839000.0,2.0,2.0,671.0
Brooklyn,NY,899000.0,1.0,2.0,895.0
Brooklyn,NY,439000.0,2.0,1.0,439.0
Brooklyn,NY,825000.0,1.0,1.0,1157.0
Brooklyn,NY,435000.0,1.0,1.0,457.0
Brooklyn,NY,975000.0,1.0,2.0,937.0
Brooklyn,NY,669000.0,2.0,1.0,427.0
Brooklyn,NY,935000.0,2.0,2.0,935.0
Brooklyn,NY,1680000.0,9.0,6.0,444.0
Brooklyn,NY,1149000.0,2.0,2.0,937.0
Brooklyn,NY,569000.0,1.0,1.0,774.0
Brooklyn,NY,330750.0,0.0,1.0,787.0
Brooklyn,NY,595000.0,2.0,2.0,647.0
Brooklyn,NY,615000.0,1.0,1.0,1025.0
Brooklyn,NY,290000.0,2.0,1.0,341.0
Brooklyn,NY,765000.0,2.0,1.0,956.0
Brooklyn,NY,1250000.0,5.0,3.0,578.0
Brooklyn,NY,995000.0,1.0,1.0,1047.0
Brooklyn,NY,368000.0,3.0,1.0,497.0
Brooklyn,NY,675000.0,1.0,1.0,
Brooklyn,NY,669000.0,2.0,2.0,566.0
Brooklyn,NY,5995000.0,29.0,16.0,439.0
Brooklyn,NY,644000.0,2.0,1.0,644.0
Brooklyn,NY,910000.0,1.0,2.0,906.0
Brooklyn,NY,699000.0,1.0,1.0,822.0
Brooklyn,NY,1695000.0,3.0,2.0,
Brooklyn,NY,739000.0,2.0,1.0,1394.0
Brooklyn,NY,995000.0,2.0,2.0,1181.0
Brooklyn,NY,2450000.0,4.0,4.0,1008.0
Brooklyn,NY,949000.0,2.0,1.0,
Brooklyn,NY,995000.0,3.0,1.0,
Brooklyn,NY,895000.0,2.0,2.0,745.0
Brooklyn,NY,750000.0,1.0,2.0,832.0
Brooklyn,NY,1375000.0,2.0,2.0,
Brooklyn,NY,2600000.0,4.0,2.0,885.0
Brooklyn,NY,750000.0,1.0,1.0,
Brooklyn,NY,1995000.0,5.0,3.0,810.0
Brooklyn,NY,775000.0,1.0,1.0,1369.0
Brooklyn,NY,4650000.0,9.0,4.0,993.0
Brooklyn,NY,800000.0,2.0,1.0,
Brooklyn,NY,1850000.0,2.0,2.0,1705.0
Brooklyn,NY,2295000.0,3.0,2.0,1434.0
Brooklyn,NY,1100000.0,3.0,1.0,
Brooklyn,NY,715000.0,2.0,1.0,
Brooklyn,NY,2495000.0,4.0,4.0,959.0
Brooklyn,NY,8995000.0,6.0,8.0,1383.0
Brooklyn,NY,1699000.0,3.0,3.0,
Brooklyn,NY,1175000.0,3.0,1.0,
Brooklyn,NY,1825000.0,2.0,2.0,1598.0
Brooklyn,NY,2500000.0,9.0,4.0,1048.0
Brooklyn,NY,1295000.0,2.0,1.0,839.0
Brooklyn,NY,2800000.0,,2.0,
Brooklyn,NY,599000.0,1.0,1.0,
Brooklyn,NY,2195000.0,3.0,2.0,1322.0
Brooklyn,NY,570000.0,1.0,1.0,633.0
Brooklyn,NY,2895000.0,3.0,3.0,1601.0
Brooklyn,NY,899000.0,1.0,2.0,899.0
Brooklyn,NY,450000.0,1.0,1.0,600.0
Brooklyn,NY,2450000.0,2.0,3.0,1657.0
Brooklyn,NY,398000.0,1.0,1.0,
Brooklyn,NY,3795000.0,5.0,5.0,1230.0
Brooklyn,NY,3275000.0,3.0,3.0,1787.0
Brooklyn,NY,6995000.0,5.0,5.0,1987.0
Brooklyn,NY,3200000.0,4.0,4.0,1032.0
Brooklyn,NY,1999995.0,6.0,3.0,666.0
Brooklyn,NY,2000000.0,2.0,2.0,1912.0
Brooklyn,NY,765000.0,1.0,1.0,984.0
Brooklyn,NY,4200000.0,6.0,4.0,1250.0
Brooklyn,NY,6495000.0,5.0,3.0,1933.0
Brooklyn,NY,1800000.0,2.0,2.0,1660.0
Brooklyn,NY,2829575.0,2.0,3.0,1409.0
Brooklyn,NY,749000.0,1.0,1.0,1024.0
Brooklyn,NY,219000.0,2.0,1.0,243.0
Brooklyn,NY,2195000.0,3.0,2.0,1757.0
Brooklyn,NY,435000.0,2.0,1.0,362.0
Brooklyn,NY,2300000.0,3.0,3.0,958.0
Brooklyn,NY,819000.0,3.0,2.0,710.0
Brooklyn,NY,3995000.0,4.0,3.0,1839.0
Brooklyn,NY,1100000.0,1.0,1.0,1306.0
Brooklyn,NY,375000.0,2.0,1.0,340.0
Brooklyn,NY,758000.0,2.0,1.0,851.0
Brooklyn,NY,679000.0,2.0,1.0,970.0
Brooklyn,NY,499000.0,3.0,2.0,554.0
Brooklyn,NY,1650000.0,3.0,2.0,
Brooklyn,NY,795000.0,1.0,1.0,900.0
Brooklyn,NY,499000.0,3.0,2.0,554.0
Brooklyn,NY,1595000.0,3.0,2.0,977.0
Brooklyn,NY,1899000.0,3.0,2.0,
Brooklyn,NY,299000.0,1.0,1.0,427.0
Brooklyn,NY,1625000.0,2.0,2.0,
Brooklyn,NY,525000.0,1.0,1.0,
Brooklyn,NY,879000.0,2.0,2.0,732.0
Brooklyn,NY,2475000.0,3.0,2.0,1289.0
Brooklyn,NY,820000.0,2.0,2.0,
Brooklyn,NY,498000.0,2.0,2.0,571.0
Brooklyn,NY,659000.0,1.0,1.0,
Brooklyn,NY,925000.0,2.0,1.0,1258.0
Brooklyn,NY,895000.0,3.0,3.0,480.0
Brooklyn,NY,1750000.0,2.0,2.0,1614.0
Brooklyn,NY,995000.0,2.0,2.0,995.0
Brooklyn,NY,2576000.0,3.0,4.0,934.0
Brooklyn,NY,875000.0,2.0,2.0,
Brooklyn,NY,695000.0,3.0,2.0,542.0
Brooklyn,NY,2350000.0,2.0,2.0,1472.0
Brooklyn,NY,6500000.0,4.0,5.0,1756.0
Brooklyn,NY,1525000.0,3.0,2.0,907.0
Brooklyn,NY,669000.0,3.0,3.0,407.0
Brooklyn,NY,3295000.0,4.0,4.0,867.0
Brooklyn,NY,1800000.0,2.0,2.0,1766.0
Brooklyn,NY,660000.0,2.0,1.0,
Brooklyn,NY,399000.0,1.0,1.0,498.0
Brooklyn,NY,550000.0,2.0,1.0,166.0
Brooklyn,NY,1950000.0,3.0,2.0,1658.0
Brooklyn,NY,1750000.0,3.0,2.0,875.0
Brooklyn,NY,375000.0,2.0,1.0,340.0
Brooklyn,NY,3350000.0,3.0,3.0,1725.0
Brooklyn,NY,370000.0,0.0,1.0,737.0
Brooklyn,NY,999000.0,2.0,1.0,1391.0
Brooklyn,NY,399000.0,1.0,1.0,399.0
Brooklyn,NY,285000.0,2.0,1.0,
Brooklyn,NY,2375000.0,3.0,3.0,941.0
Brooklyn,NY,2999000.0,5.0,4.0,884.0
Brooklyn,NY,999000.0,2.0,2.0,832.0
Brooklyn,NY,1900000.0,4.0,3.0,972.0
Brooklyn,NY,995000.0,2.0,1.0,1137.0
Brooklyn,NY,4000000.0,4.0,4.0,1000.0
Brooklyn,NY,875000.0,3.0,2.0,499.0
Brooklyn,NY,1600000.0,5.0,3.0,955.0
Brooklyn,NY,3050000.0,3.0,4.0,889.0
Brooklyn,NY,2300000.0,4.0,4.0,1216.0
Brooklyn,NY,2490000.0,4.0,4.0,1245.0
Brooklyn,NY,560000.0,1.0,1.0,
Brooklyn,NY,3278000.0,4.0,6.0,957.0
Brooklyn,NY,2800000.0,,1.0,1046.0
Brooklyn,NY,749000.0,3.0,2.0,628.0
Brooklyn,NY,700000.0,2.0,2.0,777.0
Brooklyn,NY,2850000.0,3.0,3.0,1718.0
Brooklyn,NY,599000.0,1.0,1.0,1134.0
Brooklyn,NY,875000.0,3.0,2.0,
Brooklyn,NY,395000.0,0.0,1.0,
Brooklyn,NY,3200000.0,4.0,3.0,1175.0
Brooklyn,NY,679000.0,1.0,1.0,1096.0
Brooklyn,NY,299000.0,1.0,1.0,439.0
Brooklyn,NY,3250000.0,3.0,3.0,1513.0
Brooklyn,NY,2650000.0,6.0,3.0,920.0
Brooklyn,NY,399000.0,0.0,1.0,1153.0
Brooklyn,NY,209000.0,0.0,1.0,348.0
Brooklyn,NY,1195000.0,2.0,2.0,1608.0
Brooklyn,NY,699000.0,1.0,1.0,841.0
Brooklyn,NY,1695000.0,2.0,2.0,1277.0
Brooklyn,NY,195000.0,1.0,1.0,
Brooklyn,NY,2298000.0,3.0,4.0,829.0
Brooklyn,NY,4500000.0,9.0,1.0,5294.0
Brooklyn,NY,1595000.0,2.0,2.0,1964.0
Brooklyn,NY,1995000.0,3.0,4.0,802.0
Brooklyn,NY,577000.0,2.0,1.0,480.0
Brooklyn,NY,675000.0,2.0,1.0,
Brooklyn,NY,1435000.0,3.0,2.0,897.0
Brooklyn,NY,3239000.0,3.0,6.0,942.0
Brooklyn,NY,1149500.0,5.0,3.0,532.0
Brooklyn,NY,2495000.0,6.0,5.0,1039.0
Brooklyn,NY,1795000.0,5.0,3.0,598.0
Brooklyn,NY,1999999.0,7.0,5.0,
Brooklyn,NY,299000.0,1.0,1.0,398.0
Brooklyn,NY,530000.0,1.0,1.0,
Brooklyn,NY,2900000.0,6.0,3.0,986.0
Brooklyn,NY,2795000.0,3.0,3.0,1434.0
Brooklyn,NY,2795000.0,5.0,5.0,798.0
Brooklyn,NY,299000.0,1.0,1.0,375.0
Brooklyn,NY,1500000.0,2.0,1.0,1773.0
Brooklyn,NY,1450000.0,2.0,2.0,1130.0
Brooklyn,NY,999000.0,1.0,2.0,1054.0
Brooklyn,NY,2900000.0,,4.0,986.0
Brooklyn,NY,789999.0,3.0,3.0,745.0
Brooklyn,NY,3095000.0,7.0,4.0,1216.0
Brooklyn,NY,2800000.0,3.0,3.0,1063.0
Brooklyn,NY,449000.0,1.0,1.0,2.0
Brooklyn,NY,328000.0,1.0,1.0,420.0
Brooklyn,NY,2700000.0,3.0,3.0,1721.0
Brooklyn,NY,3300000.0,4.0,5.0,1163.0
Brooklyn,NY,649000.0,2.0,1.0,665.0
Brooklyn,NY,389000.0,2.0,1.0,389.0
Brooklyn,NY,2400000.0,6.0,3.0,794.0
Brooklyn,NY,899000.0,2.0,2.0,
Brooklyn,NY,3249000.0,6.0,4.0,916.0
Brooklyn,NY,1215000.0,4.0,3.0,675.0
Brooklyn,NY,1250000.0,3.0,1.0,
Brooklyn,NY,675000.0,1.0,1.0,991.0
Brooklyn,NY,550000.0,2.0,2.0,687.0
Brooklyn,NY,975000.0,2.0,3.0,681.0
Brooklyn,NY,2500000.0,3.0,3.0,1548.0
Brooklyn,NY,499000.0,2.0,2.0,380.0
Brooklyn,NY,5000000.0,6.0,6.0,
Brooklyn,NY,375000.0,0.0,1.0,778.0
Brooklyn,NY,999999.0,3.0,2.0,868.0
Brooklyn,NY,425000.0,0.0,1.0,
Brooklyn,NY,1995000.0,10.0,4.0,633.0
Brooklyn,NY,529000.0,3.0,1.0,440.0
Brooklyn,NY,2500000.0,2.0,3.0,1250.0
Brooklyn,NY,895000.0,1.0,2.0,891.0
Brooklyn,NY,285000.0,0.0,1.0,
Brooklyn,NY,649000.0,1.0,1.0,1545.0
Brooklyn,NY,2900000.0,6.0,7.0,828.0
Brooklyn,NY,1350000.0,4.0,2.0,792.0
Brooklyn,NY,775000.0,1.0,1.0,1652.0
Brooklyn,NY,1900000.0,6.0,4.0,
Brooklyn,NY,789000.0,4.0,3.0,409.0
Brooklyn,NY,699999.0,1.0,1.0,874.0
Brooklyn,NY,2100000.0,4.0,3.0,1626.0
Brooklyn,NY,1450000.0,7.0,4.0,391.0
Brooklyn,NY,1999000.0,7.0,5.0,673.0
Brooklyn,NY,499000.0,1.0,1.0,712.0
Brooklyn,NY,185000.0,1.0,1.0,264.0
Brooklyn,NY,7750000.0,4.0,4.0,2431.0
Brooklyn,NY,5925000.0,4.0,4.0,1859.0
Brooklyn,NY,3425000.0,3.0,3.0,1886.0
Brooklyn,NY,450000.0,0.0,1.0,978.0
Brooklyn,NY,1800000.0,7.0,5.0,
Brooklyn,NY,1149000.0,2.0,2.0,1322.0
Brooklyn,NY,4999999.0,6.0,4.0,1189.0
Brooklyn,NY,3800000.0,5.0,4.0,1199.0
Brooklyn,NY,3900000.0,4.0,4.0,1231.0
Brooklyn,NY,13995000.0,6.0,6.0,1529.0
Brooklyn,NY,2995000.0,3.0,3.0,1651.0
Brooklyn,NY,2868000.0,3.0,5.0,853.0
Brooklyn,NY,519000.0,1.0,1.0,
Brooklyn,NY,3495000.0,3.0,4.0,1734.0
Brooklyn,NY,629000.0,2.0,2.0,662.0
Brooklyn,NY,9475000.0,7.0,7.0,1994.0
Brooklyn,NY,2200000.0,4.0,3.0,1636.0
Brooklyn,NY,1295000.0,2.0,2.0,1013.0
Brooklyn,NY,2690000.0,5.0,5.0,934.0
Brooklyn,NY,2495000.0,7.0,4.0,739.0
Brooklyn,NY,499000.0,2.0,2.0,380.0
Brooklyn,NY,375000.0,0.0,1.0,
Brooklyn,NY,1250000.0,3.0,2.0,1157.0
Brooklyn,NY,550000.0,2.0,2.0,719.0
Brooklyn,NY,475000.0,1.0,1.0,678.0
Brooklyn,NY,2175000.0,3.0,4.0,873.0
Brooklyn,NY,1725000.0,2.0,2.0,1411.0
Brooklyn,NY,290000.0,1.0,1.0,362.0
Brooklyn,NY,1998000.0,6.0,3.0,999.0
Brooklyn,NY,500000.0,1.0,1.0,714.0
Brooklyn,NY,1270000.0,2.0,1.0,1417.0
Brooklyn,NY,699999.0,2.0,2.0,874.0
Brooklyn,NY,800000.0,2.0,1.0,941.0
Brooklyn,NY,3825000.0,6.0,4.0,956.0
Brooklyn,NY,1799000.0,5.0,3.0,868.0
Brooklyn,NY,225000.0,1.0,1.0,257.0
Brooklyn,NY,8500000.0,4.0,4.0,1587.0
Brooklyn,NY,950000.0,2.0,2.0,950.0
Brooklyn,NY,7995000.0,5.0,5.0,1903.0
Brooklyn,NY,400000.0,2.0,1.0,444.0
Brooklyn,NY,2548000.0,3.0,4.0,891.0
Brooklyn,NY,675000.0,1.0,1.0,989.0
Brooklyn,NY,4595000.0,4.0,4.0,1869.0
Brooklyn,NY,1450000.0,3.0,3.0,731.0
Brooklyn,NY,2100000.0,2.0,1.0,2430.0
Brooklyn,NY,969000.0,1.0,2.0,1076.0
Brooklyn,NY,2100000.0,6.0,3.0,1108.0
Brooklyn,NY,269000.0,1.0,1.0,384.0
Brooklyn,NY,2800000.0,6.0,4.0,833.0
Brooklyn,NY,1900000.0,6.0,3.0,603.0
Brooklyn,NY,1249000.0,4.0,2.0,321.0
Brooklyn,NY,575000.0,1.0,2.0,798.0
Brooklyn,NY,2890000.0,5.0,5.0,1214.0
Brooklyn,NY,799000.0,2.0,1.0,
Brooklyn,NY,249000.0,2.0,1.0,237.0
Brooklyn,NY,699000.0,2.0,1.0,
Brooklyn,NY,1775000.0,3.0,2.0,1107.0
Brooklyn,NY,749000.0,1.0,1.0,1159.0
Brooklyn,NY,780000.0,3.0,2.0,709.0
Brooklyn,NY,795000.0,1.0,2.0,620.0
Brooklyn,NY,992000.0,6.0,3.0,367.0
Brooklyn,NY,1200000.0,5.0,3.0,344.0
Brooklyn,NY,255000.0,2.0,1.0,255.0
Brooklyn,NY,2900000.0,8.0,4.0,947.0
Brooklyn,NY,2198000.0,5.0,4.0,935.0
Brooklyn,NY,2650000.0,7.0,4.0,883.0
Brooklyn,NY,699000.0,2.0,1.0,548.0
Brooklyn,NY,3190000.0,,5.0,
Brooklyn,NY,1795000.0,2.0,2.0,1494.0
Brooklyn,NY,559000.0,1.0,1.0,1010.0
Brooklyn,NY,449000.0,2.0,1.0,502.0
Brooklyn,NY,2695000.0,6.0,5.0,783.0
Brooklyn,NY,2595000.0,3.0,3.0,1081.0
Brooklyn,NY,1750000.0,4.0,2.0,833.0
Brooklyn,NY,699000.0,3.0,2.0,582.0
Brooklyn,NY,3190000.0,7.0,5.0,
Brooklyn,NY,2850000.0,4.0,4.0,1000.0
Brooklyn,NY,1250000.0,8.0,3.0,487.0
Brooklyn,NY,295000.0,2.0,1.0,327.0
Brooklyn,NY,395000.0,0.0,1.0,987.0
Brooklyn,NY,3200000.0,4.0,4.0,1203.0
Brooklyn,NY,2800000.0,5.0,4.0,875.0
Brooklyn,NY,872000.0,3.0,2.0,524.0
Brooklyn,NY,745000.0,1.0,1.0,825.0
Brooklyn,NY,995000.0,2.0,2.0,829.0
Brooklyn,NY,2395000.0,7.0,5.0,765.0
Brooklyn,NY,495888.0,3.0,2.0,476.0
Brooklyn,NY,1500000.0,1.0,1.0,1500.0
Brooklyn,NY,3525000.0,8.0,4.0,899.0
Brooklyn,NY,1300000.0,2.0,2.0,1130.0
Brooklyn,NY,999000.0,2.0,2.0,846.0
Brooklyn,NY,2299000.0,6.0,2.0,657.0
Brooklyn,NY,1448000.0,2.0,3.0,965.0
Brooklyn,NY,1300000.0,3.0,2.0,866.0
Brooklyn,NY,1950000.0,9.0,6.0,406.0
Brooklyn,NY,640000.0,2.0,1.0,645.0
Brooklyn,NY,2999999.0,7.0,4.0,1136.0
Brooklyn,NY,685000.0,2.0,2.0,510.0
Brooklyn,NY,599000.0,2.0,1.0,599.0
Brooklyn,NY,3099000.0,6.0,4.0,956.0
Brooklyn,NY,649000.0,1.0,1.0,821.0
Brooklyn,NY,1280000.0,2.0,1.0,1523.0
Brooklyn,NY,1385000.0,2.0,2.0,1385.0
Brooklyn,NY,1799000.0,3.0,2.0,1209.0
Brooklyn,NY,1150000.0,5.0,3.0,510.0
Brooklyn,NY,3995000.0,11.0,11.0,665.0
Brooklyn,NY,1900000.0,2.0,2.0,1614.0
Brooklyn,NY,195000.0,1.0,1.0,
Brooklyn,NY,2600000.0,,3.0,702.0
Brooklyn,NY,635000.0,1.0,1.0,747.0
Brooklyn,NY,689999.0,2.0,2.0,574.0
Brooklyn,NY,1849000.0,3.0,3.0,933.0
Brooklyn,NY,245000.0,0.0,1.0,
Brooklyn,NY,359000.0,2.0,1.0,359.0
Brooklyn,NY,3199000.0,7.0,5.0,999.0
Brooklyn,NY,1125000.0,2.0,2.0,887.0
Brooklyn,NY,525000.0,3.0,2.0,437.0
Brooklyn,NY,1388750.0,3.0,1.0,1111.0
Brooklyn,NY,3995000.0,5.0,4.0,1109.0
Brooklyn,NY,1300000.0,3.0,3.0,637.0
Brooklyn,NY,224999.0,1.0,1.0,264.0
Brooklyn,NY,1499000.0,4.0,2.0,999.0
Brooklyn,NY,1980000.0,4.0,4.0,900.0
Brooklyn,NY,299999.0,2.0,1.0,333.0
Brooklyn,NY,235000.0,0.0,1.0,
Brooklyn,NY,1399000.0,5.0,3.0,560.0
Brooklyn,NY,749000.0,2.0,1.0,624.0
Brooklyn,NY,430000.0,1.0,1.0,1146.0
Brooklyn,NY,2895000.0,5.0,4.0,
Brooklyn,NY,1285000.0,3.0,2.0,934.0
Brooklyn,NY,1295000.0,3.0,2.0,903.0
Brooklyn,NY,2450000.0,6.0,3.0,
Brooklyn,NY,228000.0,1.0,1.0,325.0
Brooklyn,NY,1395000.0,2.0,3.0,637.0
Brooklyn,NY,575000.0,1.0,1.0,865.0
Brooklyn,NY,199000.0,1.0,1.0,
Brooklyn,NY,1250000.0,2.0,2.0,930.0
Brooklyn,NY,445000.0,2.0,1.0,386.0
Brooklyn,NY,3995000.0,7.0,4.0,883.0
Brooklyn,NY,425000.0,2.0,1.0,425.0
Brooklyn,NY,999000.0,2.0,2.0,
Brooklyn,NY,835000.0,3.0,2.0,676.0
Brooklyn,NY,1100000.0,2.0,2.0,1279.0
Brooklyn,NY,625000.0,1.0,1.0,694.0
Brooklyn,NY,1750000.0,2.0,2.0,1428.0
Brooklyn,NY,349000.0,1.0,1.0,423.0
Brooklyn,NY,2225000.0,8.0,5.0,505.0
Brooklyn,NY,6000000.0,10.0,6.0,990.0
Brooklyn,NY,1780000.0,5.0,5.0,481.0
Brooklyn,NY,998888.0,6.0,3.0,
Brooklyn,NY,750000.0,5.0,3.0,253.0
Brooklyn,NY,1299999.0,9.0,4.0,
Brooklyn,NY,950000.0,7.0,4.0,353.0
Brooklyn,NY,989000.0,5.0,3.0,108.0
Brooklyn,NY,1200000.0,5.0,3.0,360.0
Brooklyn,NY,810000.0,5.0,3.0,720.0
Brooklyn,NY,979888.0,5.0,4.0,
Brooklyn,NY,739999.0,3.0,3.0,123.0
Brooklyn,NY,750000.0,5.0,2.0,340.0
Brooklyn,NY,639000.0,4.0,3.0,504.0
Brooklyn,NY,825000.0,2.0,3.0,480.0
Brooklyn,NY,999998.0,3.0,4.0,642.0
Brooklyn,NY,640000.0,6.0,2.0,355.0
Brooklyn,NY,749000.0,4.0,2.0,
Brooklyn,NY,776000.0,4.0,2.0,
Brooklyn,NY,850000.0,6.0,3.0,365.0
Brooklyn,NY,1800000.0,12.0,8.0,
Brooklyn,NY,869000.0,4.0,4.0,260.0
Brooklyn,NY,659000.0,4.0,2.0,452.0
Brooklyn,NY,429000.0,,,
Brooklyn,NY,679000.0,4.0,1.0,506.0
Brooklyn,NY,688000.0,4.0,3.0,546.0
Brooklyn,NY,1290000.0,8.0,5.0,
Brooklyn,NY,938000.0,7.0,2.0,468.0
Brooklyn,NY,938009.0,6.0,2.0,441.0
Brooklyn,NY,759000.0,6.0,2.0,
Brooklyn,NY,679000.0,5.0,3.0,
Brooklyn,NY,749000.0,4.0,2.0,
Brooklyn,NY,749000.0,4.0,2.0,
Brooklyn,NY,549000.0,1.0,1.0,998.0
Brooklyn,NY,2150000.0,,,
Brooklyn,NY,2850000.0,5.0,3.0,950.0
Brooklyn,NY,1299000.0,8.0,3.0,307.0
Brooklyn,NY,597000.0,3.0,2.0,
Brooklyn,NY,759000.0,1.0,1.0,1081.0
Brooklyn,NY,349000.0,1.0,1.0,498.0
Brooklyn,NY,225000.0,0.0,1.0,529.0
Brooklyn,NY,879000.0,3.0,2.0,614.0
Brooklyn,NY,359000.0,2.0,1.0,
Brooklyn,NY,789000.0,3.0,3.0,490.0
Brooklyn,NY,449000.0,2.0,1.0,449.0
Brooklyn,NY,489000.0,1.0,1.0,575.0
Brooklyn,NY,1050000.0,5.0,2.0,820.0
Brooklyn,NY,359000.0,1.0,1.0,478.0
Brooklyn,NY,1550000.0,3.0,3.0,991.0
Brooklyn,NY,649000.0,4.0,2.0,699.0
Brooklyn,NY,239000.0,2.0,1.0,239.0
Brooklyn,NY,459000.0,2.0,1.0,417.0
Brooklyn,NY,399000.0,0.0,1.0,532.0
Brooklyn,NY,775000.0,4.0,3.0,457.0
Brooklyn,NY,399000.0,0.0,1.0,613.0
Brooklyn,NY,1125000.0,7.0,4.0,374.0
Brooklyn,NY,720000.0,2.0,2.0,553.0
Brooklyn,NY,879000.0,4.0,3.0,
Brooklyn,NY,245000.0,1.0,1.0,326.0
Brooklyn,NY,460000.0,0.0,0.0,422.0
Brooklyn,NY,599000.0,2.0,2.0,756.0
Brooklyn,NY,769000.0,4.0,3.0,384.0
Brooklyn,NY,259000.0,2.0,1.0,287.0
Brooklyn,NY,759999.0,4.0,5.0,270.0
Brooklyn,NY,392800.0,2.0,1.0,436.0
Brooklyn,NY,1289000.0,,3.0,537.0
Brooklyn,NY,275000.0,1.0,1.0,316.0
Brooklyn,NY,739000.0,4.0,2.0,
Brooklyn,NY,1148888.0,3.0,2.0,2015.0
Brooklyn,NY,999000.0,6.0,3.0,603.0
Brooklyn,NY,945000.0,6.0,3.0,
Brooklyn,NY,368000.0,3.0,1.0,
Brooklyn,NY,1899000.0,,5.0,527.0
Brooklyn,NY,599000.0,3.0,1.0,
Brooklyn,NY,254900.0,1.0,1.0,318.0
Brooklyn,NY,899000.0,4.0,3.0,606.0
Brooklyn,NY,749999.0,4.0,3.0,585.0
Brooklyn,NY,249000.0,2.0,1.0,207.0
Brooklyn,NY,1349000.0,,3.0,
