street_name,city,price,bedroom_number,price_per_unit,living_space,land_space,land_space_unit,property_type
50 169 Street UNIT 315,Queens,178000.0,1.0,287.0,620.0,,,CONDO
34 172th Street UNIT 81,Queens,220000.0,1.0,314.0,700.0,,,CONDO
00 170 Street UNIT 3P,Queens,129888.0,1.0,,,,,CONDO
41 Leslie Road,Queens,785000.0,4.0,413.0,1900.0,2000.0,sqft,SINGLE_FAMILY
11 Parsons Boulevard UNIT 2B,Queens,250000.0,1.0,,,,,CONDO
12 Croydon Rd,Queens,1290000.0,4.0,423.0,3048.0,6499.0,sqft,SINGLE_FAMILY
07 169th St,Queens,849999.0,4.0,799.0,1063.0,4939.0,sqft,MULTI_FAMILY
05 Roosevelt Avenue UNIT 236,Queens,325000.0,2.0,,,,,CONDO
05 137th Ave,Queens,599000.0,3.0,475.0,1260.0,3226.0,sqft,SINGLE_FAMILY
113th Street UNIT 2E,Queens,160000.0,0.0,,,,,CONDO
02 Parsons Blvd #3G,Queens,251000.0,1.0,334.0,750.0,,,CONDO
161st St,Queens,1300000.0,6.0,650.0,2000.0,1742.0,sqft,MULTI_FAMILY
144th Ave,Queens,629900.0,3.0,610.0,1032.0,906.0,sqft,SINGLE_FAMILY
34 Austin St #D2,Queens,450000.0,1.0,,,,,CONDO
19 141 Street UNIT 1C,Queens,280000.0,2.0,,,,,CONDO
Grand Central Pkwy,Queens,890000.0,3.0,494.0,1800.0,4000.0,sqft,SINGLE_FAMILY
Leslie Rd,Queens,679000.0,3.0,365.0,1860.0,1860.0,sqft,SINGLE_FAMILY
Continental Ave APT 1S,Queens,620000.0,1.0,717.0,864.0,,,CONDO
14 28th Road UNIT 5CC,Queens,325000.0,2.0,361.0,900.0,,,CONDO
16 167th St,Queens,859000.0,4.0,596.0,1440.0,,,SINGLE_FAMILY
11 144th Avenue,Queens,619900.0,2.0,600.0,1032.0,905.0,sqft,SINGLE_FAMILY
Queens Blvd SUITE A1,Queens,289000.0,2.0,345.0,836.0,,,CONDO
11 Parsons Boulevard UNIT 4F,Queens,328000.0,1.0,,,,,CONDO
18 143 Road,Queens,749000.0,3.0,,,4000.0,sqft,MULTI_FAMILY
113th St,Queens,439000.0,2.0,731.0,600.0,1001.0,sqft,CONDO
30 Sanford Avenue UNIT 5E,Queens,538000.0,2.0,448.0,1200.0,,,CONDO
37 179th St,Queens,780000.0,3.0,558.0,1396.0,5000.0,sqft,SINGLE_FAMILY
15 165th Street UNIT 3N,Queens,125000.0,0.0,208.0,600.0,,,CONDO
Austin St APT 1P,Queens,299999.0,1.0,,,,,CONDO
37 163rd Street,Queens,1529000.0,3.0,,,8000.0,sqft,SINGLE_FAMILY
54 Brocher Rd #A,Queens,1195000.0,6.0,,,,,MULTI_FAMILY
20 Wexford Terrace UNIT 2u,Queens,214998.0,1.0,,,,,CONDO
Continental Ave APT 6H,Queens,575000.0,1.0,570.0,1008.0,0.7174,acres,CONDO
27 Sanford Avenue UNIT 4I,Queens,613000.0,1.0,1077.0,569.0,,,CONDO
144th Ave,Queens,805000.0,4.0,504.0,1596.0,2901.0,sqft,SINGLE_FAMILY
27 Sanford Avenue UNIT 3E,Queens,600000.0,1.0,993.0,604.0,,,CONDO
14 145th Drive,Queens,699000.0,3.0,641.0,1090.0,5200.0,sqft,SINGLE_FAMILY
40 Highland Avenue UNIT 105,Queens,145000.0,0.0,290.0,500.0,,,CONDO
Austin St,Queens,310000.0,1.0,442.0,700.0,650.0,sqft,CONDO
35 39th Ave APT 13H,Queens,1349800.0,2.0,1250.0,1079.0,,,CONDO
06 145th Dr #1,Queens,600000.0,2.0,451.0,1328.0,,,CONDO
20 Wexford Terrace UNIT 6R,Queens,230000.0,1.0,,,,,CONDO
12 Sanford Avenue,Queens,1688000.0,7.0,,,3464.0,sqft,MULTI_FAMILY
75th Ave APT 2N,Queens,399000.0,1.0,,,,,CONDO
41 115 Ave,Queens,659000.0,3.0,,,4440.0,sqft,SINGLE_FAMILY
70 173rd Street UNIT 5B,Queens,125000.0,0.0,,,,,CONDO
27 Sanford Avenue UNIT 5H,Queens,665000.0,1.0,1021.0,651.0,,,CONDO
64 Guy R Brewer Boulevard,Queens,600000.0,4.0,523.0,1147.0,3680.0,sqft,SINGLE_FAMILY
14 Homelawn Street UNIT 3F,Queens,169800.0,1.0,,,,,CONDO
27 Sanford Avenue UNIT 6C,Queens,513000.0,1.0,1110.0,462.0,,,CONDO
01 Queens Blvd #5B,Queens,1050000.0,2.0,925.0,1135.0,,,CONDO
24 178th Pl,Queens,450000.0,3.0,286.0,1568.0,1999.0,sqft,SINGLE_FAMILY
27 Sanford Avenue UNIT 3S,Queens,645000.0,1.0,1123.0,574.0,,,CONDO
31 73rd Rd #3H,Queens,215000.0,0.0,,,,,CONDO
25 Baisley Blvd #1,Queens,999989.0,6.0,384.0,2600.0,,,MULTI_FAMILY
27 Sanford Avenue UNIT 7A,Queens,725000.0,1.0,1070.0,677.0,,,CONDO
25 72nd Ave APT 4F,Queens,309000.0,1.0,,,,,CONDO
28 120th Avenue,Queens,659000.0,3.0,,,2500.0,sqft,SINGLE_FAMILY
153rd St,Queens,899000.0,3.0,416.0,2160.0,1512.0,sqft,SINGLE_FAMILY
45 Queens Blvd #218,Queens,499000.0,2.0,499.0,1000.0,,,CONDO
39 159th Street,Queens,1899000.0,8.0,811.0,2340.0,4000.0,sqft,MULTI_FAMILY
(undisclosed Address),Queens,300000.0,1.0,,,,,CONDO
33 172nd Street UNIT Upper,Queens,235888.0,1.0,,,,,CONDO
Beech Ave APT 4A,Queens,899000.0,2.0,783.0,1148.0,,,CONDO
11 41st Ave,Queens,799000.0,4.0,614.0,1300.0,2950.0,sqft,SINGLE_FAMILY
40 34th Avenue UNIT 5B,Queens,645000.0,2.0,,,0.3444,acres,CONDO
14 26th Ave #1-F,Queens,235000.0,1.0,,,,,CONDO
39 Elm Avenue,Queens,1375000.0,3.0,,,2500.0,sqft,SINGLE_FAMILY
11 29th Avenue,Queens,869000.0,3.0,869.0,1000.0,4000.0,sqft,SINGLE_FAMILY
30 Sanford Ave UNIT 1G,Queens,234900.0,1.0,,,,,CONDO
164th Street,Queens,999800.0,3.0,499.0,2000.0,3000.0,sqft,MULTI_FAMILY
16 Wexford Ter #1E,Queens,408998.0,1.0,548.0,745.0,,,SINGLE_FAMILY
144th Rd,Queens,535000.0,5.0,431.0,1240.0,2009.0,sqft,SINGLE_FAMILY
17 170th Street,Queens,1539000.0,6.0,360.0,4275.0,2875.0,sqft,MULTI_FAMILY
17 144th Avenue,Queens,650000.0,5.0,556.0,1169.0,,,SINGLE_FAMILY
20 Highland Ave APT 7M,Queens,330000.0,2.0,,,,,CONDO
15 Eveleth Road,Queens,489900.0,3.0,,,1700.0,sqft,SINGLE_FAMILY
18 Homelawn Street,Queens,1745000.0,6.0,,,4607.0,sqft,MULTI_FAMILY
49 Union Tpke #12A,Queens,569000.0,1.0,,,,,CONDO
02 127th Avenue,Queens,676900.0,3.0,,,2464.0,sqft,SINGLE_FAMILY
27 172nd Street,Queens,1198000.0,6.0,473.0,2532.0,1263.0,sqft,MULTI_FAMILY
81 113th St,Queens,325000.0,1.0,216.0,1498.0,,,CONDO
50 169th Street,Queens,529000.0,4.0,462.0,1144.0,2923.0,sqft,SINGLE_FAMILY
06 Devonshire Road UNIT 4-O,Queens,215000.0,1.0,,,,,CONDO
16 Union St #1B,Queens,345000.0,2.0,383.0,900.0,,,CONDO
81 113th St #7L,Queens,460000.0,2.0,,,,,CONDO
38 127th Avenue,Queens,590000.0,3.0,,,2156.0,sqft,SINGLE_FAMILY
59 160 Street,Queens,910000.0,4.0,579.0,1569.0,4000.0,sqft,SINGLE_FAMILY
Union Tpke APT 9L,Queens,289000.0,1.0,,,,,CONDO
179th St,Queens,619000.0,3.0,483.0,1280.0,2000.0,sqft,SINGLE_FAMILY
36 162 Street,Queens,859000.0,4.0,,,2500.0,sqft,SINGLE_FAMILY
17 Union Turnpike UNIT 9L,Queens,289000.0,1.0,398.0,725.0,,,CONDO
125th Ave,Queens,1299000.0,6.0,1082.0,1200.0,3920.0,sqft,SINGLE_FAMILY
00 170 Street UNIT 6B,Queens,110000.0,0.0,229.0,480.0,,,CONDO
81 113 Street UNIT 2T,Queens,349000.0,1.0,,,,,CONDO
Anderson Rd,Queens,699000.0,3.0,397.0,1760.0,2000.0,sqft,SINGLE_FAMILY
95 Village Rd APT 62GA,Queens,299000.0,1.0,,,,,CONDO
Loubet St,Queens,1188000.0,4.0,720.0,1648.0,2942.0,sqft,MULTI_FAMILY
125th Ave,Queens,599000.0,3.0,500.0,1196.0,2435.0,sqft,SINGLE_FAMILY
16 35th Ave UNIT 3D,Queens,435000.0,2.0,,,,,CONDO
45 88 Ave UNIT 2T,Queens,169999.0,1.0,,,,,CONDO
21 Baisley Boulevard,Queens,749000.0,4.0,,,2150.0,sqft,MULTI_FAMILY
35th Avenue 4FL,Queens,475000.0,2.0,558.0,850.0,,,CONDO
10 35th Ave APT 4G,Queens,720000.0,2.0,,,,,CONDO
00 170 UNIT 6G,Queens,180000.0,1.0,239.0,752.0,,,CONDO
37 Mathewson,Queens,1325000.0,6.0,,,4000.0,sqft,MULTI_FAMILY
08 146th Street UNIT 6C,Queens,699000.0,2.0,1123.0,622.0,,,CONDO
10 89th Ave #9GN,Queens,149999.0,1.0,,,,,CONDO
38 173rd St,Queens,1350000.0,9.0,346.0,3900.0,2883.0,sqft,MULTI_FAMILY
Roosevelt Ave APT 606,Queens,489000.0,2.0,407.0,1200.0,,,CONDO
10 89 Avenue UNIT 3E,Queens,240000.0,2.0,218.0,1100.0,,,CONDO
01 144 Avenue,Queens,1199000.0,6.0,521.0,2300.0,4000.0,sqft,MULTI_FAMILY
08 147 Street UNIT 4E,Queens,780000.0,2.0,,,,,CONDO
40 85th St APT 32,Queens,749000.0,3.0,,,,,CONDO
69 Tudor Rd,Queens,1850000.0,5.0,1101.0,1680.0,6000.0,sqft,SINGLE_FAMILY
34th Ave UNIT 3G,Queens,630000.0,1.0,663.0,950.0,,,CONDO
27 119th Road,Queens,499000.0,3.0,,,2500.0,sqft,SINGLE_FAMILY
26 Northern Boulevard UNIT 8C,Queens,553200.0,1.0,1283.0,431.0,,,CONDO
114th Rd,Queens,719888.0,4.0,345.0,2083.0,7500.0,sqft,SINGLE_FAMILY
05 Roosevelt Avenue UNIT 218,Queens,598000.0,2.0,498.0,1200.0,,,CONDO
Baisley Blvd,Queens,1199999.0,6.0,506.0,2368.0,7535.0,sqft,MULTI_FAMILY
02 Parsons Blvd #5B,Queens,340000.0,2.0,340.0,1000.0,,,CONDO
56 176 Street,Queens,1049000.0,6.0,,,3200.0,sqft,MULTI_FAMILY
47 91st St APT 1K,Queens,260000.0,1.0,371.0,700.0,,,CONDO
03 35 Avenue,Queens,2950000.0,6.0,443.0,6650.0,5500.0,sqft,SINGLE_FAMILY
10 145th Road,Queens,779000.0,3.0,,,3800.0,sqft,MULTI_FAMILY
41 85th St APT 2N,Queens,375000.0,1.0,468.0,800.0,,,CONDO
14 28 Road UNIT 1F,Queens,249900.0,1.0,312.0,800.0,,,CONDO
21 126th Avenue,Queens,895000.0,4.0,,,2624.0,sqft,MULTI_FAMILY
15 149 Street UNIT 5H,Queens,358000.0,2.0,,,,,CONDO
46 41st Ave #7A,Queens,2128500.0,3.0,1111.0,1915.0,,,CONDO
87th St,Queens,925000.0,3.0,755.0,1224.0,1800.0,sqft,SINGLE_FAMILY
46 41st Ave #4F,Queens,1098500.0,2.0,883.0,1243.0,,,CONDO
11 34th Ave APT 4A,Queens,450000.0,2.0,511.0,880.0,,,CONDO
46 41st Ave #2E,Queens,1065800.0,2.0,857.0,1243.0,,,CONDO
26 Roosevelt Avenue UNIT L1,Queens,585000.0,2.0,448.0,1305.0,,,CONDO
24th Rd,Queens,899800.0,4.0,553.0,1626.0,1624.0,sqft,TOWNHOUSE
Parsons Blvd UNIT 3G,Queens,497700.0,1.0,,,,,CONDO
11 35th Ave #3B,Queens,355000.0,1.0,432.0,820.0,,,CONDO
Parsons Blvd UNIT 3B,Queens,688000.0,2.0,,,,,CONDO
27 86th St APT 1A,Queens,325000.0,1.0,,,,,CONDO
Parsons Blvd UNIT 2F,Queens,436500.0,1.0,,,,,CONDO
Parsons Blvd,Queens,459900.0,1.0,,,,,CONDO
13 Humphrey Street,Queens,689000.0,3.0,,,1900.0,sqft,SINGLE_FAMILY
Parsons Blvd UNIT 2B,Queens,774000.0,2.0,,,,,CONDO
42 80th Drive,Queens,2098888.0,5.0,575.0,3650.0,5600.0,sqft,SINGLE_FAMILY
Parsons Blvd UNIT 1A,Queens,760500.0,2.0,,,,,CONDO
41 85th Street UNIT 6F,Queens,419000.0,1.0,523.0,800.0,,,CONDO
21 83rd Ave,Queens,988000.0,4.0,620.0,1592.0,,,SINGLE_FAMILY
25 162nd St,Queens,1780000.0,7.0,,,10018.0,sqft,SINGLE_FAMILY
Wexford Ter,Queens,2900000.0,7.0,685.0,4232.0,8040.0,sqft,SINGLE_FAMILY
10 150 Street UNIT 2t,Queens,300000.0,1.0,,,,,CONDO
Curtis St,Queens,900000.0,3.0,300.0,3000.0,3000.0,sqft,SINGLE_FAMILY
25 Wexford Terrace UNIT 502,Queens,199000.0,1.0,,,,,CONDO
15 Parsons Boulevard UNIT 2C,Queens,285000.0,2.0,,,,,CONDO
50 169th St #104,Queens,284000.0,2.0,289.0,980.0,,,CONDO
62 Bowne Street UNIT 12H,Queens,865000.0,2.0,1233.0,701.0,0.3444,acres,CONDO
49 81st Street UNIT 7C,Queens,638000.0,2.0,601.0,1060.0,,,CONDO
12 90th Avenue,Queens,1300000.0,9.0,,,2000.0,sqft,MULTI_FAMILY
10 163rd Street,Queens,1738000.0,6.0,570.0,3046.0,6000.0,sqft,MULTI_FAMILY
30 83rd St APT 3C,Queens,369000.0,1.0,434.0,850.0,,,CONDO
14 90th Avenue,Queens,1300000.0,9.0,,,2000.0,sqft,MULTI_FAMILY
62 Bowne Street UNIT 14H,Queens,835000.0,2.0,1191.0,701.0,0.3444,acres,CONDO
05 93 Street,Queens,879000.0,3.0,478.0,1836.0,900.0,sqft,TOWNHOUSE
06 88 Avenue UNIT 2J,Queens,138000.0,0.0,,,,,CONDO
62 Bowne Street UNIT 14D,Queens,625000.0,1.0,1197.0,522.0,0.3444,acres,CONDO
15 26th Avenue UNIT 5D,Queens,250000.0,1.0,,,,,CONDO
56 176th St #TOM,Queens,1049999.0,6.0,,,,,MULTI_FAMILY
Parsons Blvd APT 5J,Queens,148000.0,0.0,211.0,700.0,,,CONDO
62 Bowne Street UNIT 14A,Queens,840000.0,2.0,1200.0,700.0,0.3444,acres,CONDO
28 177th Street,Queens,900000.0,3.0,,,5500.0,sqft,SINGLE_FAMILY
31 171st Street UNIT 4B,Queens,499998.0,3.0,521.0,959.0,4640.0,sqft,CONDO
62 Bowne Street UNIT 13H,Queens,845000.0,2.0,1205.0,701.0,0.3444,acres,CONDO
27 120  Ave,Queens,1075000.0,6.0,,,4000.0,sqft,MULTI_FAMILY
31 171st Street UNIT 3B,Queens,499998.0,3.0,521.0,959.0,4640.0,sqft,CONDO
62 Bowne Street UNIT 12E,Queens,845000.0,2.0,1193.0,708.0,0.3444,acres,CONDO
86 179th Street,Queens,620000.0,3.0,605.0,1024.0,2554.0,sqft,SINGLE_FAMILY
17 84th Road,Queens,930000.0,3.0,,,1900.0,sqft,MULTI_FAMILY
62 Bowne Street UNIT 12B,Queens,590000.0,1.0,1219.0,484.0,0.3444,acres,CONDO
34 Amelia Rd,Queens,649999.0,3.0,722.0,900.0,2178.0,sqft,SINGLE_FAMILY
22 168th Place,Queens,725000.0,3.0,,,1575.0,sqft,MULTI_FAMILY
62 Bowne Street UNIT 12A,Queens,830000.0,2.0,1185.0,700.0,0.3444,acres,CONDO
56 Meadow Drive,Queens,799000.0,6.0,,,2405.0,sqft,MULTI_FAMILY
113th Street UNIT 7,Queens,558000.0,2.0,,,,,CONDO
07A 90th Ave,Queens,1364999.0,9.0,,,2000.0,sqft,MULTI_FAMILY
62 Bowne Street UNIT 5H,Queens,790000.0,2.0,1126.0,701.0,0.3444,acres,CONDO
56 176th St #ROY,Queens,1075000.0,6.0,,,,,CONDO
35 Coolidge Avenue,Queens,600000.0,3.0,,,2300.0,sqft,MULTI_FAMILY
62 Bowne Street UNIT 5E,Queens,755000.0,2.0,1066.0,708.0,0.3444,acres,CONDO
20 Amelia Road,Queens,545999.0,2.0,,,2167.0,sqft,SINGLE_FAMILY
01 Queens Blvd #24C,Queens,1200000.0,2.0,903.0,1328.0,,,CONDO
00 170 Street UNIT 7E,Queens,114000.0,0.0,,,,,CONDO
62 Bowne Street UNIT 3G,Queens,596000.0,1.0,1152.0,517.0,0.3444,acres,CONDO
14 177th Street,Queens,778000.0,4.0,573.0,1356.0,4000.0,sqft,SINGLE_FAMILY
44 163rd St #5,Queens,1250000.0,6.0,,,,,MULTI_FAMILY
18 172nd St,Queens,899000.0,6.0,408.0,2200.0,,,MULTI_FAMILY
11 Queens Blvd APT 20J,Queens,465000.0,1.0,603.0,770.0,,,CONDO
62 Bowne Street UNIT 3F,Queens,560000.0,1.0,1252.0,447.0,0.3444,acres,CONDO
44 163rd Street,Queens,1250000.0,6.0,561.0,2227.0,1827.0,sqft,MULTI_FAMILY
(undisclosed Address),Queens,669000.0,4.0,,,4000.0,sqft,MULTI_FAMILY
11 Queens Boulevard UNIT 12H,Queens,879000.0,3.0,676.0,1300.0,,,CONDO
49 163 Street,Queens,788000.0,3.0,,,2375.0,sqft,SINGLE_FAMILY
04 144th Road,Queens,798999.0,4.0,,,3040.0,sqft,MULTI_FAMILY
45 Queens Blvd APT 601,Queens,298000.0,0.0,425.0,700.0,,,CONDO
02 Grand Central Parkway,Queens,830000.0,4.0,,,2752.0,sqft,SINGLE_FAMILY
02 144th Road,Queens,699000.0,4.0,,,4000.0,sqft,SINGLE_FAMILY
20 Wexford Terrace UNIT 15H,Queens,227500.0,1.0,325.0,700.0,,,CONDO
Anderson Rd,Queens,699000.0,3.0,349.0,2000.0,2178.0,sqft,SINGLE_FAMILY
44 Austin St #4S,Queens,300000.0,1.0,375.0,800.0,,,CONDO
18 174 Street,Queens,769000.0,3.0,,,4000.0,sqft,SINGLE_FAMILY
08 175th Street,Queens,650000.0,3.0,,,3777.0,sqft,MULTI_FAMILY
54 Brocher Rd,Queens,1195000.0,6.0,,,,,MULTI_FAMILY
26 92nd Street UNIT 1S,Queens,355000.0,3.0,295.0,1200.0,,,CONDO
43 Junction Boulevard UNIT 7B,Queens,699000.0,2.0,708.0,987.0,2834.0,sqft,CONDO
16 85th UNIT 4B,Queens,425000.0,1.0,,,,,CONDO
30 103rd Street,Queens,1190000.0,5.0,,,4000.0,sqft,MULTI_FAMILY
16 83 Street UNIT 4-B,Queens,250000.0,1.0,,,,,CONDO
10 34th Ave #5D,Queens,515000.0,2.0,,,,,CONDO
15 90 Street,Queens,3378000.0,11.0,,,2650.0,sqft,MULTI_FAMILY
43 94 Street,Queens,1359000.0,7.0,642.0,2116.0,2200.0,sqft,MULTI_FAMILY
18 Hampton Street,Queens,1798000.0,7.0,615.0,2920.0,2000.0,sqft,MULTI_FAMILY
89th St,Queens,1200000.0,4.0,1297.0,925.0,4356.0,sqft,SINGLE_FAMILY
Denman St,Queens,1780000.0,4.0,712.0,2500.0,2500.0,sqft,MULTI_FAMILY
22 Parsons Boulevard,Queens,1790000.0,7.0,547.0,3270.0,2042.0,sqft,MULTI_FAMILY
25 Union Street UNIT 4E,Queens,374999.0,2.0,,,,,CONDO
Northern Blvd UNIT 4E,Queens,369000.0,2.0,369.0,1000.0,,,CONDO
23 37th Avenue UNIT 5D,Queens,590000.0,2.0,,,,,CONDO
50 169th St #114,Queens,198000.0,1.0,232.0,850.0,,,CONDO
11 35th Avenue UNIT 5E,Queens,585000.0,2.0,487.0,1200.0,,,CONDO
Parsons Blvd UNIT 1I,Queens,268000.0,1.0,372.0,720.0,,,CONDO
50 Brocher Rd #1,Queens,1195000.0,6.0,,,,,MULTI_FAMILY
28 162nd Street,Queens,1149000.0,5.0,,,2352.0,sqft,MULTI_FAMILY
46 104th Street LOT 32,Queens,275000.0,,,,2400.0,sqft,LOT
05 Roosevelt Avenue UNIT 615,Queens,338000.0,1.0,,,,,CONDO
Dennis Street LOT 67,Queens,170000.0,,,,1448.0,sqft,LOT
64 167th Street,Queens,958000.0,4.0,704.0,1360.0,2000.0,sqft,TOWNHOUSE
44 91st St APT 2T,Queens,310000.0,1.0,,,,,CONDO
20 147th St PH 2F,Queens,499000.0,1.0,712.0,700.0,,,CONDO
48 125th Avenue,Queens,400000.0,4.0,250.0,1600.0,2436.0,sqft,MULTI_FAMILY
49 168th St #1M,Queens,460000.0,3.0,,,,,CONDO
51 85 Street UNIT 1M,Queens,329000.0,1.0,,,,,CONDO
12 Northern Boulevard UNIT 5C,Queens,867000.0,2.0,1042.0,832.0,,,CONDO
27 Anderson Road,Queens,535000.0,2.0,26750.0,20.0,2323.0,sqft,SINGLE_FAMILY
Grand Central Pkwy,Queens,4190000.0,6.0,507.0,8260.0,0.52,acres,SINGLE_FAMILY
27 86th St UNIT 5K,Queens,308000.0,1.0,,,,,CONDO
12 Northern Boulevard UNIT 4B,Queens,463000.0,0.0,1110.0,417.0,,,CONDO
20 Farmers Boulevard,Queens,875000.0,6.0,,,3270.0,sqft,MULTI_FAMILY
72 151st St,Queens,1500000.0,4.0,781.0,1920.0,,,SINGLE_FAMILY
14 35 Avenue UNIT 5A,Queens,578000.0,2.0,,,,,CONDO
19 137th Ave #R,Queens,1100000.0,8.0,,,,,CONDO
50 169th Street UNIT 304,Queens,275000.0,2.0,323.0,850.0,,,CONDO
30 83rd St APT 6N,Queens,459000.0,2.0,483.0,950.0,,,CONDO
26 35th Ave,Queens,1878888.0,7.0,,,1726.0,sqft,MULTI_FAMILY
19 137th Ave #TOM,Queens,1099999.0,8.0,,,,,MULTI_FAMILY
14 89 Avenue UNIT 4B,Queens,437000.0,1.0,498.0,877.0,,,CONDO
94th St,Queens,859000.0,3.0,784.0,1095.0,2350.0,sqft,SINGLE_FAMILY
04/02 150th Street,Queens,1990000.0,8.0,,,4750.0,sqft,MULTI_FAMILY
26 178th Place,Queens,580000.0,3.0,,,2000.0,sqft,SINGLE_FAMILY
14 89 Avenue UNIT 5B,Queens,699000.0,2.0,501.0,1394.0,,,CONDO
14 28 Road UNIT 5D,Queens,325000.0,2.0,342.0,950.0,,,CONDO
14 89 Avenue UNIT 3A,Queens,430000.0,1.0,494.0,870.0,,,CONDO
174th St,Queens,759000.0,3.0,568.0,1334.0,3777.0,sqft,SINGLE_FAMILY
39 34th Ave #6L,Queens,288000.0,1.0,411.0,700.0,,,CONDO
14 89 Avenue UNIT 1B,Queens,599000.0,1.0,377.0,1587.0,,,CONDO
60 176th Pl,Queens,865000.0,6.0,411.0,2100.0,4199.0,sqft,MULTI_FAMILY
11 34th Avenue UNIT 3E,Queens,324999.0,1.0,,,,,CONDO
17 Northern Boulevard UNIT 5G,Queens,509900.0,1.0,1133.0,450.0,,,CONDO
14 89 Avenue UNIT 3B,Queens,432000.0,1.0,493.0,876.0,,,CONDO
11 180th Street,Queens,905000.0,6.0,,,4000.0,sqft,MULTI_FAMILY
02 37 Avenue,Queens,1650000.0,10.0,358.0,4602.0,2220.0,sqft,MULTI_FAMILY
08 146th St #13A,Queens,2850000.0,3.0,1164.0,2447.0,,,CONDO
14 89 Avenue UNIT 2A,Queens,415000.0,1.0,483.0,858.0,,,CONDO
14 143rd Road,Queens,1049000.0,4.0,,,4765.0,sqft,MULTI_FAMILY
05 90th St #3D,Queens,449000.0,2.0,449.0,1000.0,,,CONDO
12 Northern Blvd #6F,Queens,739550.0,1.0,937.0,789.0,,,CONDO
14 89 Avenue UNIT 1A,Queens,395000.0,0.0,450.0,877.0,,,CONDO
41 125th Avenue,Queens,1299000.0,6.0,1082.0,1200.0,5250.0,sqft,MULTI_FAMILY
12 Northern Blvd #5F,Queens,734550.0,1.0,930.0,789.0,,,CONDO
15 165th St APT 4B,Queens,130000.0,0.0,,,,,CONDO
47 177th St,Queens,398000.0,0.0,190.0,2092.0,3998.0,sqft,SINGLE_FAMILY
12 Northern Blvd #3A,Queens,781000.0,1.0,968.0,806.0,,,CONDO
02 89th Avenue,Queens,835000.0,4.0,,,1380.0,sqft,SINGLE_FAMILY
14 140 Avenue,Queens,985000.0,6.0,,,4301.0,sqft,MULTI_FAMILY
26 Northern Boulevard UNIT 9F,Queens,796800.0,2.0,1200.0,664.0,,,CONDO
37 89th Avenue,Queens,890000.0,3.0,,,2280.0,sqft,SINGLE_FAMILY
25 120th Avenue,Queens,650000.0,3.0,180.0,3600.0,3600.0,sqft,SINGLE_FAMILY
26 Northern Boulevard UNIT 7E,Queens,698000.0,2.0,1189.0,587.0,,,CONDO
03 89th Avenue,Queens,1200000.0,6.0,439.0,2730.0,2700.0,sqft,MULTI_FAMILY
26 Northern Boulevard UNIT 6E,Queens,692000.0,2.0,1178.0,587.0,,,CONDO
11 Linden Boulevard,Queens,899000.0,5.0,,,5855.0,sqft,SINGLE_FAMILY
15 Parsons Boulevard UNIT 5H,Queens,162000.0,1.0,,,,,CONDO
26 Northern Boulevard UNIT 6D,Queens,581000.0,1.0,1180.0,492.0,,,CONDO
15 Mathewson Ct,Queens,1179000.0,,,,,,MULTI_FAMILY
20 Highland Avenue UNIT 303,Queens,185000.0,1.0,,,,,CONDO
26 Northern Boulevard UNIT 4B,Queens,503000.0,1.0,1091.0,461.0,,,CONDO
00 170 Street UNIT 12L,Queens,165000.0,1.0,,,,,CONDO
57 158 Street,Queens,1269000.0,4.0,,,6000.0,sqft,SINGLE_FAMILY
36 Barclay Ave UNIT 5G,Queens,279000.0,1.0,,,,,CONDO
05 Parsons Blvd UNIT 6B,Queens,335000.0,2.0,,,,,CONDO
35 39th Ave UNIT PH17H,Queens,2498000.0,3.0,1377.0,1813.0,,,CONDO
25th Avenue,Queens,1250000.0,3.0,1063.0,1175.0,3541.0,sqft,SINGLE_FAMILY
172nd Street UNIT 59,Queens,220000.0,1.0,366.0,600.0,,,CONDO
25 141st St APT 6G,Queens,348000.0,2.0,177.0,1957.0,,,CONDO
14 Union Street UNIT 2E,Queens,320000.0,1.0,,,,,CONDO
12 Northern Blvd #7E,Queens,719000.0,1.0,1139.0,631.0,,,CONDO
12 Northern Blvd #7C,Queens,855000.0,2.0,898.0,952.0,,,CONDO
12 Northern Blvd #6B,Queens,773650.0,1.0,923.0,838.0,,,CONDO
12 Northern Blvd #5B,Queens,768650.0,1.0,917.0,838.0,,,CONDO
12 Northern Blvd #5D,Queens,838000.0,2.0,889.0,942.0,,,CONDO
12 Northern Blvd #5A,Queens,747400.0,1.0,923.0,809.0,,,CONDO
12 Northern Blvd #4A,Queens,740000.0,1.0,918.0,806.0,,,CONDO
12 Northern Blvd #3G,Queens,719000.0,1.0,918.0,783.0,,,CONDO
10 89 Avenue UNIT 8H,Queens,159500.0,1.0,167.0,955.0,,,CONDO
67 Village Rd #GB,Queens,179000.0,1.0,,,,,CONDO
27 179th Street,Queens,769000.0,3.0,,,2000.0,sqft,MULTI_FAMILY
10 89 Avenue UNIT 6F,Queens,125000.0,0.0,192.0,650.0,,,CONDO
08 145th Drive,Queens,899000.0,6.0,,,3000.0,sqft,MULTI_FAMILY
15 Parsons Boulevard UNIT 7G,Queens,230000.0,2.0,,,,,CONDO
41 180 Street,Queens,975000.0,8.0,,,4000.0,sqft,MULTI_FAMILY
90 168th Pl,Queens,1199000.0,5.0,393.0,3050.0,,,MULTI_FAMILY
11 180th Street,Queens,429999.0,3.0,,,3480.0,sqft,SINGLE_FAMILY
