price,Borough,property_type,Average Income,street_name,Average Rent,bedroom_number
"$2,795,000",Manhattan,CONDO,"$99,880 ",Thompson St APT 5D,"$2,024 ",2.0
"$4,949,000",Manhattan,CONDO,"$99,880 ",Prince St FLOOR 2,"$2,024 ",3.0
"$750,000",Manhattan,CONDO,"$99,880 ",Bowery APT 4A,"$2,024 ",1.0
"$2,200,000",Manhattan,CONDO,"$99,880 ",E 30th St APT 45A,"$2,024 ",1.0
"$4,995,000",Manhattan,CONDO,"$99,880 ",Wooster St #4C5C,"$2,024 ",3.0
"$2,695,000",Manhattan,CONDO,"$99,880 ",E 30th St #20KL,"$2,024 ",2.0
"$5,995,000",Manhattan,CONDO,"$99,880 ",Greene St APT 4A,"$2,024 ",3.0
"$3,760,000",Manhattan,CONDO,"$99,880 ",E 30th St APT 31B,"$2,024 ",2.0
"$2,495,000",Manhattan,CONDO,"$99,880 ",W Broadway UNIT 4N,"$2,024 ",1.0
"$2,935,000",Manhattan,CONDO,"$99,880 ",E 30th St APT 26B,"$2,024 ",2.0
"$2,995,000",Manhattan,CONDO,"$99,880 ",Broadway APT 9A,"$2,024 ",2.0
"$699,000",Manhattan,CONDO,"$99,880 ",E 36th St #12C,"$2,024 ",1.0
"$5,500,000",Manhattan,CONDO,"$99,880 ",Greene St APT 2A,"$2,024 ",3.0
"$1,799,000",Manhattan,CONDO,"$99,880 ",E 37th St #23JK,"$2,024 ",4.0
"$725,000",Manhattan,CONDO,"$99,880 ",Mac Dougal St #8,"$2,024 ",2.0
"$1,385,000",Manhattan,CONDO,"$99,880 ",Lexington Ave APT 9B,"$2,024 ",1.0
"$8,750,000",Manhattan,CONDO,"$99,880 ",Greene St APT 5F,"$2,024 ",3.0
"$1,049,000",Manhattan,CONDO,"$99,880 ",Park Ave APT 405,"$2,024 ",1.0
"$5,750,000",Manhattan,CONDO,"$99,880 ",Lexington Ave #805,"$2,024 ",4.0
"$2,350,000",Manhattan,CONDO,"$99,880 ",Broome St APT 1R,"$2,024 ",0.0
"$7,200,000",Manhattan,MULTI_FAMILY,"$99,880 ",Waverly Pl,"$2,024 ",6.0
"$565,000",Manhattan,CONDO,"$99,880 ",Park Ave APT 19B,"$2,024 ",1.0
"$3,250,000",Manhattan,CONDO,"$99,880 ",Bleecker St APT 1C,"$2,024 ",3.0
"$6,995,000",Manhattan,CONDO,"$99,880 ",Charles St APT 3HS,"$2,024 ",3.0
"$485,000",Manhattan,CONDO,"$99,880 ",Park Ave #5G,"$2,024 ",0.0
"$725,000",Manhattan,CONDO,"$99,880 ",Bleecker St APT 12A,"$2,024 ",1.0
"$849,000",Manhattan,CONDO,"$99,880 ",Perry St APT 1W,"$2,024 ",1.0
"$4,750,000",Manhattan,CONDO,"$99,880 ",E 30th St #49A,"$2,024 ",2.0
"$1,000,000",Manhattan,CONDO,"$99,880 ",Thompson St APT 3DS,"$2,024 ",2.0
"$825,000",Manhattan,CONDO,"$99,880 ",Charles St APT 5F,"$2,024 ",1.0
"$1,445,000",Manhattan,CONDO,"$99,880 ",3rd Ave #12D,"$2,024 ",1.0
"$7,200,000",Manhattan,CONDO,"$99,880 ",Wooster St #3/4F,"$2,024 ",2.0
"$899,000",Manhattan,CONDO,"$99,880 ",Morton St APT 5B,"$2,024 ",1.0
"$3,925,000",Manhattan,CONDO,"$99,880 ",E 30th St #28D,"$2,024 ",2.0
"$3,950,000",Manhattan,CONDO,"$99,880 ",Thompson St APT 2,"$2,024 ",2.0
"$3,200,000",Manhattan,CONDO,"$99,880 ",Horatio St #1A,"$2,024 ",2.0
"$675,000",Manhattan,CONDO,"$99,880 ",E 28th St APT 4A,"$2,024 ",1.0
"$999,000",Manhattan,CONDO,"$99,880 ",Thompson St APT 5W,"$2,024 ",1.0
"$2,750,000",Manhattan,CONDO,"$99,880 ",W 10th St APT 1C,"$2,024 ",2.0
"$2,249,000",Manhattan,CONDO,"$99,880 ",5th Ave APT 11A,"$2,024 ",2.0
"$3,995,000",Manhattan,CONDO,"$99,880 ",Crosby St APT 3S,"$2,024 ",2.0
"$1,100,000",Manhattan,CONDO,"$99,880 ",Washington St APT 3B,"$2,024 ",2.0
"$1,025,000",Manhattan,CONDO,"$99,880 ",3rd Ave #6F,"$2,024 ",1.0
"$7,995,000",Manhattan,CONDO,"$99,880 ",Sullivan St #3B,"$2,024 ",4.0
"$699,000",Manhattan,CONDO,"$99,880 ",Horatio St APT 1P,"$2,024 ",0.0
"$1,049,000",Manhattan,CONDO,"$99,880 ",E 36th St APT 5A,"$2,024 ",2.0
"$7,995,000",Manhattan,CONDO,"$99,880 ",W Broadway APT 2,"$2,024 ",3.0
"$1,895,000",Manhattan,CONDO,"$99,880 ",Christopher St APT 3G,"$2,024 ",1.0
"$995,000",Manhattan,CONDO,"$99,880 ",E 38th St APT 3C,"$2,024 ",1.0
"$3,495,000",Manhattan,CONDO,"$99,880 ",Macdougal St #3,"$2,024 ",2.0
"$1,395,000",Manhattan,CONDO,"$99,880 ",King St APT 3E,"$2,024 ",1.0
"$1,495,000",Manhattan,CONDO,"$99,880 ",3rd Ave #12A,"$2,024 ",1.0
"$715,000",Manhattan,CONDO,"$99,880 ",Bleecker St APT 916,"$2,024 ",1.0
"$750,000",Manhattan,CONDO,"$99,880 ",Morton St APT 6K,"$2,024 ",1.0
"$1,108,000",Manhattan,CONDO,"$99,880 ",3rd Ave #7F,"$2,024 ",1.0
"$525,000",Manhattan,CONDO,"$99,880 ",Sullivan St APT 2-C,"$2,024 ",0.0
"$3,950,000",Manhattan,CONDO,"$99,880 ",Horatio St #17FG,"$2,024 ",2.0
"$1,094,000",Manhattan,CONDO,"$99,880 ",3rd Ave #15D,"$2,024 ",1.0
"$795,000",Manhattan,CONDO,"$99,880 ",Greenwich St APT 2M,"$2,024 ",0.0
"$3,495,000",Manhattan,CONDO,"$99,880 ",Mercer Street UNIT B706-07,"$2,024 ",2.0
"$730,000",Manhattan,CONDO,"$99,880 ",3rd Ave #5D,"$2,024 ",0.0
"$5,000,000",Manhattan,CONDO,"$99,880 ",Leroy St #8NC,"$2,024 ",2.0
"$3,495,000",Manhattan,CONDO,"$99,880 ",Mercer St #B706-B707,"$2,024 ",2.0
"$2,700,000",Manhattan,CONDO,"$99,880 ",E 30th St #46C,"$2,024 ",1.0
"$1,035,000",Manhattan,CONDO,"$99,880 ",Barrow St APT GB,"$2,024 ",1.0
"$850,000",Manhattan,CONDO,"$99,880 ",Thompson St APT 4L,"$2,024 ",0.0
"$293,000",Manhattan,CONDO,"$99,880 ",2nd Ave APT 6G,"$2,024 ",0.0
"$995,000",Manhattan,CONDO,"$99,880 ",Greenwich Ave APT 4K,"$2,024 ",1.0
"$2,499,000",Manhattan,CONDO,"$99,880 ",3rd Ave PENTHOUSE A1,"$2,024 ",3.0
"$10,490,000",Manhattan,TOWNHOUSE,"$99,880 ",Mac Dougal St,"$2,024 ",4.0
"$1,650,000",Manhattan,CONDO,"$99,880 ",Barrow St APT 418,"$2,024 ",1.0
"$579,900",Manhattan,CONDO,"$99,880 ",E 36th St APT 10B,"$2,024 ",1.0
"$650,000",Manhattan,CONDO,"$99,880 ",Bleecker St APT 725,"$2,024 ",0.0
"$1,985,000",Manhattan,CONDO,"$99,880 ",Charles St APT 1W,"$2,024 ",1.0
"$2,375,000",Manhattan,CONDO,"$99,880 ",E 30th St #41C,"$2,024 ",1.0
"$2,220,000",Manhattan,CONDO,"$99,880 ",Prince St APT 3A,"$2,024 ",1.0
"$4,500,000",Manhattan,CONDO,"$99,880 ",Waverly Pl #G,"$2,024 ",2.0
"$750,000",Manhattan,CONDO,"$99,880 ",Park Ave APT 5H,"$2,024 ",1.0
"$530,000",Manhattan,CONDO,"$99,880 ",Mercer St APT C609,"$2,024 ",0.0
"$13,750,000",Manhattan,MULTI_FAMILY,"$99,880 ",Bank St,"$2,024 ",6.0
"$2,599,000",Manhattan,CONDO,"$99,880 ",E 29th St #38B,"$2,024 ",1.0
"$795,000",Manhattan,CONDO,"$99,880 ",Minetta Ln APT 3-J,"$2,024 ",0.0
"$1,600,000",Manhattan,CONDO,"$99,880 ",Charlton St #S2E,"$2,024 ",1.0
"$4,700,000",Manhattan,CONDO,"$99,880 ",E 30th St #48A,"$2,024 ",2.0
"$1,995,000",Manhattan,CONDO,"$99,880 ",Mulberry St #4E,"$2,024 ",2.0
"$995,000",Manhattan,CONDO,"$99,880 ",Greenwich Ave APT 6A,"$2,024 ",1.0
"$1,525,000",Manhattan,CONDO,"$99,880 ",E 29th St #29D,"$2,024 ",0.0
"$10,495,000",Manhattan,CONDO,"$99,880 ",Prince St #3C,"$2,024 ",5.0
"$759,000",Manhattan,CONDO,"$99,880 ",W 11th St APT 3J,"$2,024 ",1.0
"$1,950,000",Manhattan,CONDO,"$99,880 ",E 30th St #35A,"$2,024 ",1.0
"$2,195,000",Manhattan,CONDO,"$99,880 ",Prince St APT 2A,"$2,024 ",1.0
"$1,350,000",Manhattan,CONDO,"$99,880 ",Jane St APT 3K,"$2,024 ",1.0
"$2,450,000",Manhattan,CONDO,"$99,880 ",1st Ave #31B,"$2,024 ",2.0
"$1,995,000",Manhattan,CONDO,"$99,880 ",Prince St APT 1D,"$2,024 ",2.0
"$7,500,000",Manhattan,TOWNHOUSE,"$99,880 ",Barrow St,"$2,024 ",4.0
"$2,495,000",Manhattan,CONDO,"$99,880 ",Lexington Ave APT 31C,"$2,024 ",2.0
"$2,450,000",Manhattan,CONDO,"$99,880 ",Bleecker St APT 3C,"$2,024 ",2.0
"$570,000",Manhattan,CONDO,"$99,880 ",Christopher St APT LB,"$2,024 ",0.0
"$4,225,000",Manhattan,CONDO,"$99,880 ",Lexington Ave APT 6C,"$2,024 ",3.0
"$850,000",Manhattan,CONDO,"$99,880 ",Bleecker St APT 621,"$2,024 ",1.0
"$1,995,000",Manhattan,CONDO,"$99,880 ",W 10th St APT 5N,"$2,024 ",3.0
"$3,995,000",Manhattan,CONDO,"$99,880 ",Lexington Ave APT 4C,"$2,024 ",3.0
"$450,000",Manhattan,CONDO,"$99,880 ",Mott St APT 4B,"$2,024 ",1.0
"$1,550,000",Manhattan,CONDO,"$99,880 ",Perry St APT 1D,"$2,024 ",1.0
"$799,000",Manhattan,CONDO,"$99,880 ",Bleecker St APT 109W,"$2,024 ",1.0
"$750,000",Manhattan,CONDO,"$99,880 ",E 37th St #3C,"$2,024 ",1.0
"$4,345,000",Manhattan,CONDO,"$99,880 ",Charlton St APT 27B,"$2,024 ",2.0
"$525,000",Manhattan,CONDO,"$99,880 ",E 36th St APT 2F,"$2,024 ",1.0
"$8,000,000",Manhattan,MULTI_FAMILY,"$99,880 ",Bowery #1-5,"$2,024 ",6.0
"$875,000",Manhattan,CONDO,"$99,880 ",Greenwich St APT 3M,"$2,024 ",0.0
"$1,010,000",Manhattan,CONDO,"$99,880 ",3rd Ave #5F,"$2,024 ",1.0
"$1,150,000",Manhattan,CONDO,"$99,880 ",Carmine St #3,"$2,024 ",0.0
"$665,000",Manhattan,CONDO,"$99,880 ",Barrow St APT 3H,"$2,024 ",0.0
"$900,000",Manhattan,CONDO,"$99,880 ",Bank St APT 7E,"$2,024 ",0.0
"$3,250,000",Manhattan,CONDO,"$99,880 ",Charlton St APT 6E,"$2,024 ",3.0
"$820,000",Manhattan,CONDO,"$99,880 ",Charles St APT 5E,"$2,024 ",0.0
"$2,100,000",Manhattan,CONDO,"$99,880 ",Christopher St #4C,"$2,024 ",3.0
"$4,750,000",Manhattan,CONDO,"$99,880 ",Horatio St APT 8N,"$2,024 ",3.0
"$899,000",Manhattan,CONDO,"$99,880 ",W Houston St APT 2J,"$2,024 ",1.0
"$739,000",Manhattan,CONDO,"$99,880 ",Washington St APT 4,"$2,024 ",0.0
"$600,000",Manhattan,APARTMENT,"$99,880 ",Bleecker St APT 2AE,"$2,024 ",1.0
"$3,250,000",Manhattan,CONDO,"$99,880 ",Mercer Street UNIT 4,"$2,024 ",3.0
"$2,125,000",Manhattan,CONDO,"$99,880 ",Lafayette St APT 2N,"$2,024 ",1.0
"$2,495,000",Manhattan,CONDO,"$99,880 ",E 4th St ROOM 1125,"$2,024 ",2.0
"$5,450,000",Manhattan,CONDO,"$99,880 ",Bleecker St APT 7B,"$2,024 ",3.0
"$705,000",Manhattan,CONDO,"$99,880 ",Mercer St APT B804,"$2,024 ",0.0
"$2,695,000",Manhattan,CONDO,"$99,880 ",Mercer St APT B1206,"$2,024 ",2.0
"$939,000",Manhattan,CONDO,"$99,880 ",Thompson St APT 6N,"$2,024 ",1.0
"$6,950,000",Manhattan,CONDO,"$99,880 ",Bond St #2,"$2,024 ",3.0
"$615,000",Manhattan,CONDO,"$99,880 ",Thompson St APT 1A,"$2,024 ",0.0
"$6,250,000",Manhattan,CONDO,"$99,880 ",Wooster St APT 6A,"$2,024 ",3.0
"$2,008,000",Manhattan,CONDO,"$99,880 ",3rd Ave #11C,"$2,024 ",2.0
"$6,450,000",Manhattan,CONDO,"$99,880 ",Wooster St #6B,"$2,024 ",3.0
"$1,075,000",Manhattan,CONDO,"$99,880 ",3rd Ave #16D,"$2,024 ",1.0
"$1,150,000",Manhattan,CONDO,"$99,880 ",King St APT 8B,"$2,024 ",1.0
"$5,950,000",Manhattan,CONDO,"$99,880 ",Lafayette St APT 2C,"$2,024 ",3.0
"$3,125,000",Manhattan,CONDO,"$99,880 ",3rd Ave #10D,"$2,024 ",2.0
"$660,000",Manhattan,CONDO,"$99,880 ",W Houston St APT 3C,"$2,024 ",1.0
"$4,750,000",Manhattan,CONDO,"$99,880 ",Bond St APT 2W,"$2,024 ",2.0
"$1,313,000",Manhattan,CONDO,"$99,880 ",3rd Ave #15B,"$2,024 ",1.0
"$1,430,000",Manhattan,CONDO,"$99,880 ",Charles St APT 5H,"$2,024 ",1.0
"$4,950,000",Manhattan,CONDO,"$99,880 ",Greene St FLOOR 2,"$2,024 ",2.0
"$990,000",Manhattan,CONDO,"$99,880 ",3rd Ave #22D,"$2,024 ",0.0
"$895,000",Manhattan,CONDO,"$99,880 ",Greenwich St APT 3E,"$2,024 ",0.0
"$2,295,000",Manhattan,CONDO,"$99,880 ",Mercer St APT B306,"$2,024 ",2.0
"$1,645,000",Manhattan,CONDO,"$99,880 ",3rd Ave #15C,"$2,024 ",1.0
"$3,025,000",Manhattan,CONDO,"$99,880 ",Charlton St APT 7C,"$2,024 ",2.0
"$3,999,000",Manhattan,CONDO,"$99,880 ",Broadway APT 11A,"$2,024 ",2.0
"$2,250,000",Manhattan,CONDO,"$99,880 ",3rd Ave #23C,"$2,024 ",2.0
"$1,295,000",Manhattan,CONDO,"$99,880 ",Downing St APT 3B,"$2,024 ",1.0
"$3,350,000",Manhattan,CONDO,"$99,880 ",Spring St #3W,"$2,024 ",2.0
"$2,250,000",Manhattan,CONDO,"$99,880 ",E 27th St UNIT 8BC,"$2,024 ",3.0
"$12,600,000",Manhattan,CONDO,"$99,880 ",W 10th St #4C,"$2,024 ",4.0
"$4,495,000",Manhattan,CONDO,"$99,880 ",W 99th St APT 18B,"$2,024 ",4.0
"$4,675,000",Manhattan,CONDO,"$99,880 ",Mercer St #4EF,"$2,024 ",3.0
"$1,200,000",Manhattan,CONDO,"$99,880 ",5th Ave #30A,"$2,024 ",1.0
"$1,150,000",Manhattan,CONDO,"$99,880 ",Greenwich Ave #15G,"$2,024 ",1.0
"$1,625,000",Manhattan,CONDO,"$99,880 ",W End Ave APT 12D,"$2,024 ",3.0
"$700,000",Manhattan,CONDO,"$99,880 ",Mercer St APT C518,"$2,024 ",1.0
"$1,575,000",Manhattan,CONDO,"$99,880 ",Charles St APT 5E,"$2,024 ",1.0
"$850,000",Manhattan,CONDO,"$99,880 ",7th Ave APT 11C,"$2,024 ",0.0
"$2,400,000",Manhattan,CONDO,"$99,880 ",E 28th St #2B,"$2,024 ",2.0
"$2,749,000",Manhattan,CONDO,"$99,880 ",Central Park W APT 8CD,"$2,024 ",3.0
"$950,000",Manhattan,CONDO,"$99,880 ",Bedford St APT 5C,"$2,024 ",1.0
"$3,475,000",Manhattan,CONDO,"$99,880 ",Mercer St APT 4E,"$2,024 ",2.0
"$5,499,000",Manhattan,CONDO,"$99,880 ",Broadway #6AB,"$2,024 ",5.0
"$2,653,000",Manhattan,CONDO,"$99,880 ",E 28th St #6B,"$2,024 ",2.0
"$1,700,000",Manhattan,CONDO,"$99,880 ",Riverside Dr APT 4D,"$2,024 ",2.0
"$7,495,000",Manhattan,CONDO,"$99,880 ",Great Jones St #E,"$2,024 ",3.0
"$1,795,000",Manhattan,CONDO,"$99,880 ",Bank St #5AB,"$2,024 ",2.0
"$8,495,000",Manhattan,CONDO,"$99,880 ",W 29th St #5D,"$2,024 ",5.0
"$2,609,000",Manhattan,CONDO,"$99,880 ",E 28th St #5A,"$2,024 ",2.0
"$899,900",Manhattan,CONDO,"$99,880 ",W 95th St APT 10G,"$2,024 ",1.0
"$5,250,000",Manhattan,CONDO,"$99,880 ",Great Jones St #8,"$2,024 ",3.0
"$3,350,000",Manhattan,CONDO,"$99,880 ",Bank St APT 3A,"$2,024 ",3.0
"$1,095,000",Manhattan,CONDO,"$99,880 ",W 25th St PENTHOUSE B,"$2,024 ",1.0
"$5,699,000",Manhattan,CONDO,"$99,880 ",E 28th St,"$2,024 ",3.0
"$1,300,000",Manhattan,CONDO,"$99,880 ",Riverside Dr #4C,"$2,024 ",1.0
"$2,250,000",Manhattan,CONDO,"$99,880 ",Wooster St APT 5R,"$2,024 ",2.0
"$7,500,000",Manhattan,TOWNHOUSE,"$99,880 ",Grove St,"$2,024 ",3.0
"$2,525,000",Manhattan,CONDO,"$99,880 ",W 28th St APT 7D,"$2,024 ",2.0
"$2,569,000",Manhattan,CONDO,"$99,880 ",E 28th St #4A,"$2,024 ",2.0
"$4,995,000",Manhattan,CONDO,"$99,880 ",Broadway APT 30A,"$2,024 ",4.0
"$3,200,000",Manhattan,CONDO,"$99,880 ",Wooster St APT 6C,"$2,024 ",3.0
"$2,950,000",Manhattan,APARTMENT,"$99,880 ",Charlton St APT 10F,"$2,024 ",2.0
"$2,300,000",Manhattan,CONDO,"$99,880 ",W 28th St APT 5D,"$2,024 ",2.0
"$2,075,000",Manhattan,CONDO,"$99,880 ",5th Ave #30B,"$2,024 ",1.0
"$1,895,000",Manhattan,CONDO,"$99,880 ",Central Park W APT 5N,"$2,024 ",2.0
"$475,000",Manhattan,CONDO,"$99,880 ",Horatio St APT 3C,"$2,024 ",0.0
"$399,000",Manhattan,CONDO,"$99,880 ",E 36th St APT 7H,"$2,024 ",0.0
"$4,625,000",Manhattan,CONDO,"$99,880 ",Hudson Yards #25A,"$2,024 ",2.0
"$825,000",Manhattan,CONDO,"$99,880 ",Mercer St APT C318,"$2,024 ",1.0
"$1,795,000",Manhattan,CONDO,"$99,880 ",W 111th St #6FG,"$2,024 ",3.0
"$1,095,000",Manhattan,CONDO,"$99,880 ",W 11th St APT 2A,"$2,024 ",1.0
"$475,000",Manhattan,CONDO,"$99,880 ",W 34th St APT 4B,"$2,024 ",0.0
"$1,500,000",Manhattan,CONDO,"$99,880 ",Lexington Ave APT 15A,"$2,024 ",1.0
"$5,750,000",Manhattan,CONDO,"$99,880 ",Broadway APT 6F,"$2,024 ",2.0
"$530,000",Manhattan,CONDO,"$99,880 ",Grove St APT 2B,"$2,024 ",0.0
"$1,750,000",Manhattan,CONDO,"$99,880 ",W End Ave #10-G,"$2,024 ",2.0
"$1,595,000",Manhattan,CONDO,"$99,880 ",W 28th St APT 5C,"$2,024 ",2.0
"$1,225,000",Manhattan,CONDO,"$99,880 ",E 38th St APT 8Q,"$2,024 ",1.0
"$3,350,000",Manhattan,CONDO,"$99,880 ",Morton St,"$2,024 ",1.0
"$6,795,000",Manhattan,CONDO,"$99,880 ",Wooster Street UNIT 2WM,"$2,024 ",3.0
"$495,000",Manhattan,CONDO,"$99,880 ",W 108th St APT 88,"$2,024 ",2.0
"$9,975,000",Manhattan,CONDO,"$99,880 ",Hudson Yards #74B,"$2,024 ",4.0
"$460,000",Manhattan,CONDO,"$99,880 ",E 35th St APT 5B,"$2,024 ",1.0
"$5,800,000",Manhattan,SINGLE_FAMILY,"$99,880 ",Jane St,"$2,024 ",5.0
"$3,495,000",Manhattan,CONDO,"$99,880 ",Mercer Street UNIT B1406/1407,"$2,024 ",3.0
"$585,000",Manhattan,CONDO,"$99,880 ",W 109th St APT 4A,"$2,024 ",2.0
"$13,845,000",Manhattan,CONDO,"$99,880 ",Hudson Yards PENTHOUSE 84A,"$2,024 ",4.0
"$8,395,000",Manhattan,SINGLE_FAMILY,"$99,880 ",E 35th St,"$2,024 ",7.0
"$625,000",Manhattan,CONDO,"$99,880 ",Christopher St APT 5P,"$2,024 ",0.0
"$3,600,000",Manhattan,CONDO,"$99,880 ",Sullivan St APT 4,"$2,024 ",2.0
"$625,000",Manhattan,CONDO,"$99,880 ",W 103rd St APT 6G,"$2,024 ",1.0
"$7,995,000",Manhattan,CONDO,"$99,880 ",Hudson Yards #8503,"$2,024 ",3.0
"$1,075,000",Manhattan,CONDO,"$99,880 ",Lexington Ave #10FG,"$2,024 ",2.0
"$6,500,000",Manhattan,TOWNHOUSE,"$99,880 ",Commerce St,"$2,024 ",3.0
"$11,250,000",Manhattan,CONDO,"$99,880 ",Laguardia Pl APT 4,"$2,024 ",5.0
"$1,650,000",Manhattan,CONDO,"$99,880 ",W 94th St #9D,"$2,024 ",2.0
"$15,000,000",Manhattan,CONDO,"$99,880 ",W 28th St #20,"$2,024 ",4.0
"$980,000",Manhattan,CONDO,"$99,880 ",W Houston St #7E,"$2,024 ",1.0
"$4,100,000",Manhattan,CONDO,"$99,880 ",E 30th St #32D,"$2,024 ",2.0
"$1,695,000",Manhattan,CONDO,"$99,880 ",W 93rd St APT 11A,"$2,024 ",2.0
"$2,250,000",Manhattan,CONDO,"$99,880 ",W 28th St #4D,"$2,024 ",2.0
"$11,950,000",Manhattan,MULTI_FAMILY,"$99,880 ",7th Ave,"$2,024 ",6.0
"$1,650,000",Manhattan,CONDO,"$99,880 ",E 36th St APT 1,"$2,024 ",2.0
"$1,275,000",Manhattan,CONDO,"$99,880 ",Bleecker St PENTHOUSE 21,"$2,024 ",1.0
"$1,999,000",Manhattan,CONDO,"$99,880 ",W 98th St APT 2A,"$2,024 ",3.0
"$1,400,000",Manhattan,CONDO,"$99,880 ",W 28th St APT 7B,"$2,024 ",1.0
"$3,250,000",Manhattan,CONDO,"$99,880 ",Lexington Ave APT 1602,"$2,024 ",2.0
"$1,325,000",Manhattan,CONDO,"$99,880 ",W 11th St APT 4W,"$2,024 ",1.0
"$479,000",Manhattan,CONDO,"$99,880 ",Sullivan St APT 5C,"$2,024 ",0.0
"$5,400,000",Manhattan,CONDO,"$99,880 ",W 99th St #14AC,"$2,024 ",6.0
"$1,275,000",Manhattan,CONDO,"$99,880 ",W 28th St APT 3B,"$2,024 ",1.0
"$1,925,000",Manhattan,CONDO,"$99,880 ",E 30th St #34A,"$2,024 ",1.0
"$4,690,000",Manhattan,CONDO,"$99,880 ",Charlton St APT 19A,"$2,024 ",2.0
"$23,500,000",Manhattan,CONDO,"$99,880 ",Lafayette St PENTHOUSE V,"$2,024 ",4.0
"$745,000",Manhattan,CONDO,"$99,880 ",W 95th St APT 3J,"$2,024 ",1.0
"$5,915,000",Manhattan,CONDO,"$99,880 ",Hudson Yards #65D,"$2,024 ",2.0
"$3,750,000",Manhattan,CONDO,"$99,880 ",E 30th St #32E,"$2,024 ",2.0
"$2,900,000",Manhattan,CONDO,"$99,880 ",Charlton St #9B,"$2,024 ",2.0
"$8,995,000",Manhattan,CONDO,"$99,880 ",Mercer St #5B,"$2,024 ",3.0
"$680,000",Manhattan,CONDO,"$99,880 ",Riverside Dr APT 3C,"$2,024 ",1.0
"$3,500,000",Manhattan,CONDO,"$99,880 ",W 25th St #2,"$2,024 ",0.0
"$529,000",Manhattan,CONDO,"$99,880 ",Park Ave APT 164,"$2,024 ",1.0
"$1,350,000",Manhattan,CONDO,"$99,880 ",Morton St APT 2A,"$2,024 ",2.0
"$24,800,000",Manhattan,TOWNHOUSE,"$99,880 ",Minetta St,"$2,024 ",5.0
"$2,825,000",Manhattan,CONDO,"$99,880 ",W End Ave #1AC,"$2,024 ",4.0
"$2,275,000",Manhattan,CONDO,"$99,880 ",W 28th St APT 4F,"$2,024 ",2.0
"$699,000",Manhattan,CONDO,"$99,880 ",E 36th St APT 6E,"$2,024 ",1.0
"$850,000",Manhattan,CONDO,"$99,880 ",Horatio St APT 12N,"$2,024 ",0.0
"$2,850,000",Manhattan,CONDO,"$99,880 ",Broadway APT 4,"$2,024 ",3.0
"$1,195,000",Manhattan,CONDO,"$99,880 ",W 93rd St APT 14B,"$2,024 ",1.0
"$8,975,000",Manhattan,CONDO,"$99,880 ",Hudson Yards #6204,"$2,024 ",3.0
"$2,425,000",Manhattan,CONDO,"$99,880 ",E 30th St #43C,"$2,024 ",1.0
"$2,625,000",Manhattan,CONDO,"$99,880 ",Horatio St #12NP,"$2,024 ",2.0
"$2,995,000",Manhattan,CONDO,"$99,880 ",Mott St #405/406,"$2,024 ",1.0
"$895,000",Manhattan,CONDO,"$99,880 ",W 95th St APT 33,"$2,024 ",2.0
"$9,825,000",Manhattan,CONDO,"$99,880 ",Hudson Yards #8502,"$2,024 ",3.0
"$474,900",Manhattan,CONDO,"$99,880 ",E 35th St APT 4F,"$2,024 ",1.0
"$1,775,000",Manhattan,CONDO,"$99,880 ",Horatio St APT 12P,"$2,024 ",1.0
"$2,300,000",Manhattan,CONDO,"$99,880 ",Mercer St APT B1306,"$2,024 ",2.0
"$1,575,000",Manhattan,CONDO,"$99,880 ",W 98th St APT 4F,"$2,024 ",3.0
"$579,000",Manhattan,CONDO,"$99,880 ",Madison Ave APT 11A,"$2,024 ",1.0
"$6,800,000",Manhattan,CONDO,"$99,880 ",Hudson Yards #6502,"$2,024 ",2.0
"$900,000",Manhattan,CONDO,"$99,880 ",Charles St APT 3A,"$2,024 ",1.0
"$650,000",Manhattan,CONDO,"$99,880 ",W 94th St APT 4E,"$2,024 ",1.0
"$9,495,000",Manhattan,CONDO,"$99,880 ",7th Ave PENTHOUSE W,"$2,024 ",3.0
"$3,025,000",Manhattan,CONDO,"$99,880 ",E 30th St #29B,"$2,024 ",2.0
"$1,095,000",Manhattan,CONDO,"$99,880 ",W 108th St APT 9D,"$2,024 ",2.0
"$2,600,000",Manhattan,CONDO,"$99,880 ",W 28th St APT 10D,"$2,024 ",2.0
"$895,000",Manhattan,CONDO,"$99,880 ",W 11th St APT 1D,"$2,024 ",1.0
"$2,550,000",Manhattan,CONDO,"$99,880 ",W 28th St APT 9D,"$2,024 ",2.0
"$950,000",Manhattan,CONDO,"$99,880 ",6th Ave #3H,"$2,024 ",2.0
"$1,499,900",Manhattan,CONDO,"$99,880 ",Park Ave S APT 5E,"$2,024 ",1.0
"$2,695,000",Manhattan,CONDO,"$99,880 ",W 107th St APT 7A,"$2,024 ",3.0
"$2,350,000",Manhattan,CONDO,"$99,880 ",W 28th St APT 6D,"$2,024 ",2.0
"$2,100,000",Manhattan,CONDO,"$99,880 ",Christopher St APT 5I,"$2,024 ",2.0
"$3,100,000",Manhattan,CONDO,"$99,880 ",E 30th St #46B,"$2,024 ",1.0
"$2,150,000",Manhattan,CONDO,"$99,880 ",W End Ave APT 6D,"$2,024 ",2.0
"$4,800,000",Manhattan,CONDO,"$99,880 ",W 29th St APT 6N,"$2,024 ",3.0
"$800,000",Manhattan,CONDO,"$99,880 ",Greenwich St #2E,"$2,024 ",0.0
"$10,400,000",Manhattan,CONDO,"$99,880 ",E 30th St #57B,"$2,024 ",3.0
