price,Borough,property_type,Average Income,street_name,Average Rent,bedroom_number
"$445,000",Brooklyn,CONDO,"$74,692 ",E 7th St APT 3F,"$1,715 ",2.0
"$3,995,000",Brooklyn,MULTI_FAMILY,"$74,692 ",8th Ave,"$1,715 ",7.0
"$425,000",Brooklyn,CONDO,"$74,692 ",Shore Blvd #3I,"$1,715 ",2.0
"$999,000",Brooklyn,CONDO,"$74,692 ",Saint Marks Ave #2,"$1,715 ",2.0
"$835,000",Brooklyn,CONDO,"$74,692 ",Guider Ave,"$1,715 ",3.0
"$1,100,000",Brooklyn,CONDO,"$74,692 ",Saint Marks Ave #3,"$1,715 ",2.0
"$625,000",Brooklyn,CONDO,"$74,692 ",Brightwater Ave APT 12G,"$1,715 ",1.0
"$1,750,000",Brooklyn,CONDO,"$74,692 ",4th Ave #903,"$1,715 ",2.0
"$349,000",Brooklyn,CONDO,"$74,692 ",W End Ave APT 1P,"$1,715 ",1.0
"$2,225,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",Stratford Rd,"$1,715 ",8.0
"$6,000,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Carroll St,"$1,715 ",10.0
"$1,780,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Ridgewood Ave,"$1,715 ",5.0
"$998,888",Brooklyn,MULTI_FAMILY,"$74,692 ",Pitkin Ave #H,"$1,715 ",6.0
"$750,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Autumn Ave,"$1,715 ",5.0
"$1,299,999",Brooklyn,MULTI_FAMILY,"$74,692 ",Liberty Avenue UNIT 2,"$1,715 ",9.0
"$950,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Etna St,"$1,715 ",7.0
"$989,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Glen St,"$1,715 ",5.0
"$1,200,000",Brooklyn,TOWNHOUSE,"$74,692 ",Jerome St,"$1,715 ",5.0
"$810,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Folsom Place,"$1,715 ",5.0
"$979,888",Brooklyn,SINGLE_FAMILY,"$74,692 ",Logan Street,"$1,715 ",5.0
"$739,999",Brooklyn,SINGLE_FAMILY,"$74,692 ",Logan St,"$1,715 ",3.0
"$750,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Eldert Ln,"$1,715 ",5.0
"$639,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",Logan St,"$1,715 ",4.0
"$825,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",Warwick St,"$1,715 ",2.0
"$999,998",Brooklyn,SINGLE_FAMILY,"$74,692 ",Adler Pl,"$1,715 ",3.0
"$640,000",Brooklyn,TOWNHOUSE,"$74,692 ",Etna St,"$1,715 ",6.0
"$749,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",Sunnyside Avenue,"$1,715 ",4.0
"$776,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Grant Avenue,"$1,715 ",4.0
"$850,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Ridgewood Ave,"$1,715 ",6.0
"$1,800,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Fulton Street,"$1,715 ",12.0
"$869,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",Ashford St,"$1,715 ",4.0
"$659,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",Grant Ave,"$1,715 ",4.0
"$429,000",Brooklyn,LOT,"$74,692 ",Montauk Avenue LOT 114,"$1,715 ",
"$679,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",Autumn Ave,"$1,715 ",4.0
"$688,000",Brooklyn,TOWNHOUSE,"$74,692 ",Eldert Ln,"$1,715 ",4.0
"$1,290,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Lincoln Avenue,"$1,715 ",8.0
"$938,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Autumn Ave,"$1,715 ",7.0
"$938,009",Brooklyn,MULTI_FAMILY,"$74,692 ",Etna St,"$1,715 ",6.0
"$759,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Warwick Street,"$1,715 ",6.0
"$679,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",Autumn Avenue,"$1,715 ",5.0
"$749,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Linwood Street,"$1,715 ",4.0
"$749,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",Eldert Lane,"$1,715 ",4.0
"$549,000",Brooklyn,CONDO,"$74,692 ",Carroll St #1,"$1,715 ",1.0
"$2,150,000",Brooklyn,LOT,"$74,692 ",Liberty Ave,"$1,715 ",
"$2,850,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Union St,"$1,715 ",5.0
"$1,299,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Norwood Ave,"$1,715 ",8.0
"$597,000",Brooklyn,TOWNHOUSE,"$74,692 ",Eldert Lane,"$1,715 ",3.0
"$759,000",Brooklyn,CONDO,"$74,692 ",Oceana Dr E APT 5E,"$1,715 ",1.0
"$349,000",Brooklyn,CONDO,"$74,692 ",Brighton 3 St #5-C,"$1,715 ",1.0
"$225,000",Brooklyn,CONDO,"$74,692 ",Shore Blvd APT 3A,"$1,715 ",0.0
"$879,000",Brooklyn,CONDO,"$74,692 ",E 23rd St APT 2B,"$1,715 ",3.0
"$359,000",Brooklyn,CONDO,"$74,692 ",E 7th St #318,"$1,715 ",2.0
"$789,000",Brooklyn,CONDO,"$74,692 ",E 28th St #2A,"$1,715 ",3.0
"$449,000",Brooklyn,CONDO,"$74,692 ",W End Ave APT 5H,"$1,715 ",2.0
"$489,000",Brooklyn,CONDO,"$74,692 ",Brighton 1st Rd APT 9H,"$1,715 ",1.0
"$1,050,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Coney Island Ave,"$1,715 ",5.0
"$359,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",Avenue Z APT C7,"$1,715 ",1.0
"$1,550,000",Brooklyn,CONDO,"$74,692 ",Oceana Dr W APT 5I,"$1,715 ",3.0
"$649,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",Brighton 10th St,"$1,715 ",4.0
"$239,000",Brooklyn,CONDO,"$74,692 ",Shore Pkwy #F3,"$1,715 ",2.0
"$459,000",Brooklyn,CONDO,"$74,692 ",Corbin Pl APT 5H,"$1,715 ",2.0
"$399,000",Brooklyn,CONDO,"$74,692 ",Brighton 1 Rd #14BB,"$1,715 ",0.0
"$775,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Essex St,"$1,715 ",4.0
"$399,000",Brooklyn,CONDO,"$74,692 ",Ocean Pkwy APT 2J,"$1,715 ",0.0
"$1,125,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Norwood Ave FLOOR 3,"$1,715 ",7.0
"$720,000",Brooklyn,CONDO,"$74,692 ",Nostrand Ave #D1,"$1,715 ",2.0
"$879,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Milford St #A,"$1,715 ",4.0
"$245,000",Brooklyn,CONDO,"$74,692 ",Homecrest Ave APT 1B,"$1,715 ",1.0
"$460,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",Etna St,"$1,715 ",0.0
"$599,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",Brighton 8th St,"$1,715 ",2.0
"$769,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Essex St,"$1,715 ",4.0
"$259,000",Brooklyn,CONDO,"$74,692 ",E 29th St APT 4L,"$1,715 ",2.0
"$759,999",Brooklyn,SINGLE_FAMILY,"$74,692 ",Warwick St,"$1,715 ",4.0
"$392,800",Brooklyn,CONDO,"$74,692 ",Avenue Z APT A26,"$1,715 ",2.0
"$1,289,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Shepherd Ave,"$1,715 ",
"$275,000",Brooklyn,CONDO,"$74,692 ",Ocean Pkwy APT B7,"$1,715 ",1.0
"$739,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Warwick St #A,"$1,715 ",4.0
"$1,148,888",Brooklyn,SINGLE_FAMILY,"$74,692 ",E 23rd St,"$1,715 ",3.0
"$999,000",Brooklyn,MULTI_FAMILY,"$74,692 ",W 8th St,"$1,715 ",6.0
"$945,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Etna St,"$1,715 ",6.0
"$368,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",Dunne Pl #A,"$1,715 ",3.0
"$1,899,000",Brooklyn,MULTI_FAMILY,"$74,692 ",W 9th St,"$1,715 ",
"$599,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",Fountain Avenue,"$1,715 ",3.0
"$254,900",Brooklyn,CONDO,"$74,692 ",E 7th St APT 2B,"$1,715 ",1.0
"$899,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",W 8th St,"$1,715 ",4.0
"$749,999",Brooklyn,MULTI_FAMILY,"$74,692 ",Hale Ave,"$1,715 ",4.0
"$249,000",Brooklyn,CONDO,"$74,692 ",Avenue Z APT 2A,"$1,715 ",2.0
"$1,349,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Village Rd S,"$1,715 ",
"$2,200,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Fountain Ave,"$1,715 ",12.0
"$289,000",Brooklyn,CONDO,"$74,692 ",Avenue Z APT 1A,"$1,715 ",1.0
"$1,249,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Stryker St,"$1,715 ",5.0
"$535,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Euclid Ave,"$1,715 ",6.0
"$550,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",Shore Pkwy,"$1,715 ",3.0
"$375,000",Brooklyn,CONDO,"$74,692 ",E 3rd St APT 714,"$1,715 ",2.0
"$949,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Norwood Avenue,"$1,715 ",7.0
"$449,000",Brooklyn,CONDO,"$74,692 ",Emmons Ave APT 1E,"$1,715 ",0.0
"$1,275,000",Brooklyn,CONDO,"$74,692 ",Kings Hwy APT 5E,"$1,715 ",3.0
"$940,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Chestnut St,"$1,715 ",11.0
"$195,000",Brooklyn,CONDO,"$74,692 ",E 19th St #6D,"$1,715 ",1.0
"$925,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Sunnyside Avenue,"$1,715 ",6.0
"$639,000",Brooklyn,CONDO,"$74,692 ",Village Rd N APT 3H,"$1,715 ",2.0
"$649,000",Brooklyn,CONDO,"$74,692 ",Brighton 1st Rd APT 14G,"$1,715 ",1.0
"$700,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Glenmore Avenue,"$1,715 ",6.0
"$775,000",Brooklyn,CONDO,"$74,692 ",Avenue Y #3A,"$1,715 ",3.0
"$1,999,000",Brooklyn,CONDO,"$74,692 ",Oceana Dr W #PH2D,"$1,715 ",3.0
"$1,195,000",Brooklyn,MULTI_FAMILY,"$74,692 ",W 8th St,"$1,715 ",4.0
"$599,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",Brighton 8 St,"$1,715 ",3.0
"$930,000",Brooklyn,MULTI_FAMILY,"$74,692 ",W 9th St,"$1,715 ",2.0
"$290,000",Brooklyn,CONDO,"$74,692 ",Shore Pkwy APT 5G,"$1,715 ",1.0
"$595,000",Brooklyn,CONDO,"$74,692 ",W 6th St APT 4B,"$1,715 ",1.0
"$299,000",Brooklyn,CONDO,"$74,692 ",Brighton 3rd St APT 5C,"$1,715 ",1.0
"$345,000",Brooklyn,CONDO,"$74,692 ",Ocean Pkwy APT 2J,"$1,715 ",2.0
"$329,000",Brooklyn,CONDO,"$74,692 ",E 13th St APT 2E,"$1,715 ",2.0
"$1,450,000",Brooklyn,MULTI_FAMILY,"$74,692 ",W 13th St,"$1,715 ",7.0
"$325,000",Brooklyn,CONDO,"$74,692 ",Emmons Ave APT 3Z,"$1,715 ",2.0
"$1,780,000",Brooklyn,MULTI_FAMILY,"$74,692 ",W 9th St,"$1,715 ",6.0
"$419,000",Brooklyn,CONDO,"$74,692 ",Shore Pkwy APT 6C,"$1,715 ",2.0
"$1,828,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Avenue T,"$1,715 ",6.0
"$729,000",Brooklyn,CONDO,"$74,692 ",E 23rd St APT D,"$1,715 ",3.0
"$965,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Stryker Street,"$1,715 ",5.0
"$2,800,000",Brooklyn,CONDO,"$74,692 ",Voorhies Ave PENTHOUSE 30A,"$1,715 ",4.0
"$299,000",Brooklyn,CONDO,"$74,692 ",Ocean Pkwy APT 2C,"$1,715 ",2.0
"$930,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",W 1st St,"$1,715 ",3.0
"$1,196,000",Brooklyn,MULTI_FAMILY,"$74,692 ",W 12th St,"$1,715 ",7.0
"$858,000",Brooklyn,MULTI_FAMILY,"$74,692 ",W 5th St,"$1,715 ",
"$249,900",Brooklyn,CONDO,"$74,692 ",W 2nd St APT 2F,"$1,715 ",2.0
"$1,199,000",Brooklyn,MULTI_FAMILY,"$74,692 ",W 10th St,"$1,715 ",3.0
"$1,980,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Boynton Pl,"$1,715 ",9.0
"$1,399,000",Brooklyn,MULTI_FAMILY,"$74,692 ",W 8th St,"$1,715 ",4.0
"$648,888",Brooklyn,MULTI_FAMILY,"$74,692 ",Sunnyside Ave,"$1,715 ",4.0
"$249,000",Brooklyn,CONDO,"$74,692 ",Ocean Pkwy APT F11,"$1,715 ",1.0
"$275,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",Eldert Ln,"$1,715 ",3.0
"$875,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",W 7th St,"$1,715 ",4.0
"$650,000",Brooklyn,LOT,"$74,692 ",Fulton St,"$1,715 ",
"$1,090,000",Brooklyn,MULTI_FAMILY,"$74,692 ",W 3rd St,"$1,715 ",6.0
"$939,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Etna Street,"$1,715 ",7.0
"$995,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",W 3rd St,"$1,715 ",2.0
"$825,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Jerome St,"$1,715 ",7.0
"$389,000",Brooklyn,CONDO,"$74,692 ",E 7th St APT 7K,"$1,715 ",2.0
"$1,150,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Autumn Ave,"$1,715 ",8.0
"$595,000",Brooklyn,CONDO,"$74,692 ",Kings Hwy APT 502,"$1,715 ",1.0
"$1,249,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Eldert Ln,"$1,715 ",6.0
"$1,299,000",Brooklyn,MULTI_FAMILY,"$74,692 ",E 8th St,"$1,715 ",4.0
"$1,199,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Cleveland St,"$1,715 ",8.0
"$1,050,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",W 2nd St,"$1,715 ",4.0
"$729,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",Logan St,"$1,715 ",3.0
"$999,000",Brooklyn,MULTI_FAMILY,"$74,692 ",W 3rd St,"$1,715 ",3.0
"$950,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Crystal St,"$1,715 ",6.0
"$999,000",Brooklyn,MULTI_FAMILY,"$74,692 ",W 3rd St,"$1,715 ",3.0
"$929,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Autumn Ave,"$1,715 ",7.0
"$3,280,000",Brooklyn,CONDO,"$74,692 ",Voorhies Ave PENTHOUSE 30B,"$1,715 ",4.0
"$1,398,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Avenue T,"$1,715 ",7.0
"$495,888",Brooklyn,CONDO,"$74,692 ",Avenue Z #3,"$1,715 ",1.0
"$699,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Richmond Street,"$1,715 ",5.0
"$1,450,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Lake St #1,"$1,715 ",5.0
"$825,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Logan St,"$1,715 ",6.0
"$354,900",Brooklyn,CONDO,"$74,692 ",Emmons Ave APT 4J,"$1,715 ",1.0
"$1,499,000",Brooklyn,MULTI_FAMILY,"$74,692 ",W 1st St,"$1,715 ",3.0
"$949,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Glenmore Ave,"$1,715 ",8.0
"$1,670,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",Oxford St,"$1,715 ",4.0
"$690,000",Brooklyn,CONDO,"$74,692 ",W 7th St #1B,"$1,715 ",1.0
"$879,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Shepherd Ave,"$1,715 ",6.0
"$2,798,000",Brooklyn,MULTI_FAMILY,"$74,692 ",32 Brown St,"$1,715 ",7.0
"$1,050,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",W 5th St,"$1,715 ",3.0
"$498,000",Brooklyn,CONDO,"$74,692 ",Brighton 4 Ct #1,"$1,715 ",4.0
"$210,000",Brooklyn,CONDO,"$74,692 ",E 19th St APT C5,"$1,715 ",1.0
"$318,000",Brooklyn,CONDO,"$74,692 ",E 13th St APT 5D,"$1,715 ",2.0
"$415,000",Brooklyn,CONDO,"$74,692 ",Banner Ave APT 1A,"$1,715 ",2.0
"$489,000",Brooklyn,CONDO,"$74,692 ",E 27th St APT 3,"$1,715 ",1.0
"$599,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",Brighton 4th St,"$1,715 ",2.0
"$1,998,000",Brooklyn,CONDO,"$74,692 ",Voorhies Ave PH 29C,"$1,715 ",3.0
"$1,300,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Brighton 11th St,"$1,715 ",4.0
"$979,000",Brooklyn,CONDO,"$74,692 ",E 26th St #1A,"$1,715 ",3.0
"$2,000,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",Emmons Ave,"$1,715 ",4.0
"$185,000",Brooklyn,CONDO,"$74,692 ",Voorhies Ave APT 1H,"$1,715 ",1.0
"$1,500,000",Brooklyn,APARTMENT,"$74,692 ",Neptune Ave #1,"$1,715 ",10.0
"$420,000",Brooklyn,CONDO,"$74,692 ",Brighton 4 St #309,"$1,715 ",2.0
"$800,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Forbell Street,"$1,715 ",5.0
"$420,000",Brooklyn,CONDO,"$74,692 ",Brighton 4th St APT 309,"$1,715 ",2.0
"$1,888,000",Brooklyn,MULTI_FAMILY,"$74,692 ",W 12th St,"$1,715 ",9.0
"$1,100,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Arlington Ave,"$1,715 ",5.0
"$309,000",Brooklyn,APARTMENT,"$74,692 ",W End Ave APT 2M,"$1,715 ",1.0
"$1,100,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Cleveland St #PVT,"$1,715 ",8.0
"$585,000",Brooklyn,CONDO,"$74,692 ",W 7th St APT 3B,"$1,715 ",2.0
"$1,250,000",Brooklyn,CONDO,"$74,692 ",Oceana Dr W APT 5I,"$1,715 ",3.0
"$749,000",Brooklyn,CONDO,"$74,692 ",Stillwell Ave #C,"$1,715 ",3.0
"$575,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",Euclid Avenue,"$1,715 ",3.0
"$330,000",Brooklyn,CONDO,"$74,692 ",E 29th St APT 3E,"$1,715 ",3.0
"$585,000",Brooklyn,CONDO,"$74,692 ",W 7th Street UNIT 4A,"$1,715 ",2.0
"$989,999",Brooklyn,MULTI_FAMILY,"$74,692 ",Milford Street,"$1,715 ",7.0
"$1,900,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",Shore Blvd,"$1,715 ",3.0
"$950,000",Brooklyn,LOT,"$74,692 ",W 2nd St,"$1,715 ",
"$259,000",Brooklyn,CONDO,"$74,692 ",E 29th St APT 6H,"$1,715 ",0.0
"$450,000",Brooklyn,CONDO,"$74,692 ",Ocean Pkwy APT 2M,"$1,715 ",2.0
"$1,150,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Fulton St #1,"$1,715 ",2.0
"$299,000",Brooklyn,APARTMENT,"$74,692 ",Shore Blvd,"$1,715 ",0.0
"$1,449,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",McDonald Ave,"$1,715 ",
"$849,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Ridgewood Ave,"$1,715 ",7.0
"$559,000",Brooklyn,CONDO,"$74,692 ",Brighton 1 Pl #3,"$1,715 ",2.0
"$849,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Euclid Ave,"$1,715 ",5.0
"$260,000",Brooklyn,CONDO,"$74,692 ",W End Ave APT 3G,"$1,715 ",0.0
"$2,088,888",Brooklyn,MULTI_FAMILY,"$74,692 ",W 13 Street,"$1,715 ",9.0
$690,Brooklyn,MULTI_FAMILY,"$74,692 ",Sheridan Avenue,"$1,715 ",3.0
"$875,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",W 3rd St,"$1,715 ",3.0
"$465,000",Brooklyn,CONDO,"$74,692 ",E 7th St APT 5J,"$1,715 ",2.0
"$945,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Hemlock Street,"$1,715 ",5.0
"$949,000",Brooklyn,CONDO,"$74,692 ",E 4th St #2A,"$1,715 ",3.0
"$385,000",Brooklyn,CONDO,"$74,692 ",E 19th St APT 6S,"$1,715 ",2.0
"$499,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Pitkin Avenue,"$1,715 ",4.0
"$1,299,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Stillwell Ave,"$1,715 ",5.0
"$1,198,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Bragg St,"$1,715 ",7.0
"$843,999",Brooklyn,MULTI_FAMILY,"$74,692 ",Hemlock,"$1,715 ",4.0
"$1,200,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",W 7th St,"$1,715 ",3.0
"$1,380,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Brighton 8th St,"$1,715 ",
"$815,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Montauk Ave,"$1,715 ",4.0
"$269,000",Brooklyn,CONDO,"$74,692 ",Avenue S #5B,"$1,715 ",1.0
"$3,100,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",Avenue Y,"$1,715 ",7.0
"$2,100,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",Village Rd,"$1,715 ",0.0
"$725,000",Brooklyn,CONDO,"$74,692 ",Nostrand Ave APT 1D,"$1,715 ",2.0
"$269,000",Brooklyn,CONDO,"$74,692 ",Avenue S #6B,"$1,715 ",1.0
"$599,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",Brighton 4th St,"$1,715 ",2.0
"$1,150,000",Brooklyn,CONDO,"$74,692 ",Undisclosed Kings Hwy,"$1,715 ",2.0
"$850,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",W End Avenue,"$1,715 ",0.0
"$590,000",Brooklyn,CONDO,"$74,692 ",Shell Rd APT 3E,"$1,715 ",2.0
"$318,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",Brighton 1 Path #8L,"$1,715 ",0.0
"$820,000",Brooklyn,CONDO,"$74,692 ",Kings Hwy APT 2A,"$1,715 ",2.0
"$1,990,000",Brooklyn,MULTI_FAMILY,"$74,692 ",E 19th St,"$1,715 ",13.0
"$1,845,000",Brooklyn,MULTI_FAMILY,"$74,692 ",W 12th St,"$1,715 ",7.0
"$1,149,000",Brooklyn,MULTI_FAMILY,"$74,692 ",E 23rd St,"$1,715 ",5.0
"$2,088,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Quentin Road,"$1,715 ",6.0
"$198,999",Brooklyn,CONDO,"$74,692 ",W End Ave APT 6C,"$1,715 ",0.0
"$2,088,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Quentin Road,"$1,715 ",6.0
"$575,000",Brooklyn,CONDO,"$74,692 ",Corbin Pl APT 4V,"$1,715 ",2.0
"$299,000",Brooklyn,CONDO,"$74,692 ",Ocean Pkwy APT 3D,"$1,715 ",1.0
"$1,295,000",Brooklyn,MULTI_FAMILY,"$74,692 ",W 1st St,"$1,715 ",4.0
"$1,680,000",Brooklyn,MULTI_FAMILY,"$74,692 ",W 7th St,"$1,715 ",6.0
"$269,000",Brooklyn,CONDO,"$74,692 ",E 7th St APT 4G,"$1,715 ",1.0
"$14,600,000",Brooklyn,APARTMENT,"$74,692 ",E 8th St #27UNITS,"$1,715 ",68.0
"$1,250,000",Brooklyn,MULTI_FAMILY,"$74,692 ",E 2nd St,"$1,715 ",
"$1,100,000",Brooklyn,MULTI_FAMILY,"$74,692 ",W 10th St,"$1,715 ",
"$698,000",Brooklyn,CONDO,"$74,692 ",W 6th St APT 4C,"$1,715 ",2.0
"$380,000",Brooklyn,CONDO,"$74,692 ",E 3rd St APT 709,"$1,715 ",1.0
"$1,350,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Stillwell Ave,"$1,715 ",6.0
"$1,800,000",Brooklyn,MULTI_FAMILY,"$74,692 ",E 7th St,"$1,715 ",5.0
"$1,399,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Avenue S,"$1,715 ",3.0
"$499,999",Brooklyn,SINGLE_FAMILY,"$74,692 ",Stillwell Ave,"$1,715 ",0.0
"$4,000,000",Brooklyn,MULTI_FAMILY,"$74,692 ",E 4th St,"$1,715 ",6.0
"$725,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",Hendrix Street,"$1,715 ",3.0
"$2,999,000",Brooklyn,MULTI_FAMILY,"$74,692 ",E 10th St,"$1,715 ",5.0
"$1,099,888",Brooklyn,MULTI_FAMILY,"$74,692 ",Norwood Avenue,"$1,715 ",5.0
"$890,000",Brooklyn,MULTI_FAMILY,"$74,692 ",W 1st St,"$1,715 ",3.0
"$879,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Hill Street,"$1,715 ",6.0
"$3,300,000",Brooklyn,MULTI_FAMILY,"$74,692 ",E 2nd St,"$1,715 ",10.0
"$879,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Hale Ave,"$1,715 ",7.0
"$829,000",Brooklyn,CONDO,"$74,692 ",Oceana Dr W APT 9E,"$1,715 ",3.0
"$269,000",Brooklyn,CONDO,"$74,692 ",Avenue W #E1,"$1,715 ",1.0
"$1,088,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Glenmore Ave,"$1,715 ",7.0
"$2,790,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",E 27th St,"$1,715 ",3.0
"$195,000",Brooklyn,CONDO,"$74,692 ",Avenue W #5A,"$1,715 ",0.0
"$1,180,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Ridgewood Avenue,"$1,715 ",8.0
"$229,000",Brooklyn,CONDO,"$74,692 ",Ocean Pkwy APT 2H,"$1,715 ",1.0
"$1,400,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Liberty Avenue,"$1,715 ",10.0
"$850,000",Brooklyn,CONDO,"$74,692 ",32 W End Ave HOUSE 1,"$1,715 ",3.0
"$2,800,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Sheridan Avenue,"$1,715 ",19.0
"$989,000",Brooklyn,CONDO,"$74,692 ",Oceana Dr W APT 10A,"$1,715 ",2.0
"$599,000",Brooklyn,MULTI_FAMILY,"$74,692 ",(undisclosed Address),"$1,715 ",4.0
"$195,000",Brooklyn,CONDO,"$74,692 ",E 19th St #4,"$1,715 ",1.0
"$1,979,000",Brooklyn,SINGLE_FAMILY,"$74,692 ",Crescent St,"$1,715 ",
"$280,000",Brooklyn,CONDO,"$74,692 ",E 29th St #2NDG,"$1,715 ",2.0
"$679,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Grant Ave,"$1,715 ",3.0
"$899,000",Brooklyn,MULTI_FAMILY,"$74,692 ",Autumn Avenue,"$1,715 ",6.0
