price,monthly_payment,"Median household income (in 2022 dollars), 2018-2022",bedroom_number,property_type,Borough,can_afford
380000.0,2454.5774796209657,,2.0,CONDO,Queens,0
789000.0,5096.477977423532,,4.0,SINGLE_FAMILY,Queens,0
520000.0,3358.8954984286897,,3.0,SINGLE_FAMILY,Queens,0
184500.0,1191.7619605001794,,1.0,CONDO,Queens,0
825000.0,5329.016896545519,,3.0,SINGLE_FAMILY,Queens,0
1388000.0,8965.667215036581,,6.0,SINGLE_FAMILY,Queens,0
415000.0,2680.656984322897,,2.0,CONDO,Queens,0
1999888.0,12918.105385695302,,9.0,MULTI_FAMILY,Queens,0
2300000.0,14856.653166126896,,5.0,SINGLE_FAMILY,Queens,0
449000.0,2900.277074604773,,2.0,CONDO,Queens,0
328000.0,2118.687929778097,,2.0,CONDO,Queens,0
999500.0,6456.184712845146,,4.0,SINGLE_FAMILY,Queens,0
299000.0,1931.364911596497,,2.0,CONDO,Queens,0
1365000.0,8817.100683375313,,4.0,MULTI_FAMILY,Queens,0
625000.0,4037.134012534484,,2.0,TOWNHOUSE,Queens,0
2480000.0,16019.347761736832,,6.0,MULTI_FAMILY,Queens,0
449000.0,2900.277074604773,,2.0,CONDO,Queens,0
1700000.0,10981.004514093796,,6.0,MULTI_FAMILY,Queens,0
489000.0,3158.6536514069808,,1.0,CONDO,Queens,0
385000.0,2486.874551721242,,2.0,CONDO,Queens,0
325000.0,2099.3096865179314,,2.0,CONDO,Queens,0
320000.0,2067.012614417656,,1.0,CONDO,Queens,0
659000.0,4256.75410281636,,2.0,CONDO,Queens,0
899999.0,5813.466518635237,,6.0,MULTI_FAMILY,Queens,0
878000.0,5671.365860808442,,3.0,TOWNHOUSE,Queens,0
1495000.0,9656.824557982483,,4.0,SINGLE_FAMILY,Queens,0
499000.0,3223.2477956075318,,2.0,CONDO,Queens,0
319900.0,2066.36667297565,,2.0,CONDO,Queens,0
329000.0,2125.147344198152,,1.0,CONDO,Queens,0
825000.0,5329.016896545519,,1.0,CONDO,Queens,0
750000.0,4844.560815041379,,3.0,SINGLE_FAMILY,Queens,0
939888.0,6071.126100436816,,3.0,SINGLE_FAMILY,Queens,0
209000.0,1350.0176137915316,,0.0,CONDO,Queens,0
545000.0,3520.3808589300697,,2.0,CONDO,Queens,0
599990.0,3875.5840578889038,,3.0,SINGLE_FAMILY,Queens,0
450000.0,2906.7364890248277,,2.4719502074688795,LOT,Queens,0
550000.0,3552.677931030345,,5.0,SINGLE_FAMILY,Queens,0
238000.0,1537.3406319731314,,1.0,CONDO,Queens,0
599000.0,3869.1892376130486,,3.0,SINGLE_FAMILY,Queens,0
2990000.0,19313.649115964967,,2.4719502074688795,LOT,Queens,0
1180000.0,7622.1090156651035,,4.0,SINGLE_FAMILY,Queens,0
419000.0,2706.494642003117,,2.0,CONDO,Queens,0
199000.0,1285.4234695909795,,0.0,CONDO,Queens,0
488000.0,3152.1942369869253,,1.0,CONDO,Queens,0
350000.0,2260.795047019311,,1.0,CONDO,Queens,0
299000.0,1931.364911596497,,1.0,CONDO,Queens,0
480000.0,3100.518921626484,,2.0,CONDO,Queens,0
1088000.0,7027.842889020029,,2.0,CONDO,Queens,0
545000.0,3520.3808589300697,,3.0,CONDO,Queens,0
599000.0,3869.1892376130486,,2.0,SINGLE_FAMILY,Queens,0
749999.0,4844.55435562696,,3.0,SINGLE_FAMILY,Queens,0
248800.0,1607.1023077097273,,1.0,CONDO,Queens,0
1800000.0,11626.945956099311,,6.0,MULTI_FAMILY,Queens,0
269000.0,1737.5824789948417,,2.0,CONDO,Queens,0
1980000.0,12789.640551709243,,4.0,SINGLE_FAMILY,Queens,0
849000.0,5484.042842626844,,3.0,SINGLE_FAMILY,Queens,0
1490000.0,9624.527485882209,,4.0,MULTI_FAMILY,Queens,0
2380000.0,15373.406319731312,,8.0,MULTI_FAMILY,Queens,0
209000.0,1350.0176137915316,,0.0,CONDO,Queens,0
209000.0,1350.0176137915316,,0.0,CONDO,Queens,0
329000.0,2125.147344198152,,2.0,CONDO,Queens,0
239000.0,1543.8000463931867,,1.0,CONDO,Queens,0
478000.0,3087.6000927863734,,1.0,CONDO,Queens,0
250000.0,1614.8536050137936,,1.0,CONDO,Queens,0
250000.0,1614.8536050137936,,2.0,CONDO,Queens,0
529500.0,3420.2599354192153,,2.0,CONDO,Queens,0
1468000.0,9482.420368640996,,5.0,MULTI_FAMILY,Queens,0
2350000.0,15179.623887129657,,11.0,MULTI_FAMILY,Queens,0
778000.0,5025.424418802925,,2.0,CONDO,Queens,0
439000.0,2835.682930404221,,1.0,CONDO,Queens,0
615000.0,3972.5398683339317,,2.0,CONDO,Queens,0
998000.0,6446.4955912150635,,3.0,SINGLE_FAMILY,Queens,0
240000.0,1550.2594608132415,,1.0,CONDO,Queens,0
699000.0,4515.130679618566,,2.0,CONDO,Queens,0
1100000.0,7105.355862060691,,4.0,MULTI_FAMILY,Queens,0
695000.0,4489.293021938344,,3.0,CONDO,Queens,0
299000.0,1931.364911596497,,1.0,CONDO,Queens,0
399000.0,2577.3063536020145,,1.0,CONDO,Queens,0
288000.0,1860.3113529758905,,2.0,CONDO,Queens,0
1150000.0,7428.326583063448,,4.0,MULTI_FAMILY,Queens,0
469000.0,3029.4653630058765,,2.0,CONDO,Queens,0
1990000.0,12854.234695909794,,6.0,MULTI_FAMILY,Queens,0
689999.0,4456.98949042365,,4.0,SINGLE_FAMILY,Queens,0
550000.0,3552.677931030345,,3.0,TOWNHOUSE,Queens,0
650000.0,4198.619373035863,,4.0,SINGLE_FAMILY,Queens,0
939000.0,6065.390140431808,,3.0,SINGLE_FAMILY,Queens,0
1100000.0,7105.355862060691,,3.0,SINGLE_FAMILY,Queens,0
435888.0,2815.5812327290087,,3.0,CONDO,Queens,0
998888.0,6452.231551220072,,2.0,MULTI_FAMILY,Queens,0
269000.0,1737.5824789948417,,1.0,CONDO,Queens,0
338000.0,2183.282073978649,,2.0,CONDO,Queens,0
599000.0,3869.1892376130486,,1.0,CONDO,Queens,0
359000.0,2318.9297767998073,,1.0,CONDO,Queens,0
1499000.0,9682.662215662704,,7.0,SINGLE_FAMILY,Queens,0
1395000.0,9010.883115976967,,4.0,SINGLE_FAMILY,Queens,0
330000.0,2131.606758618208,,1.0,CONDO,Queens,0
450000.0,2906.7364890248277,,1.0,CONDO,Queens,0
340000.0,2196.200902818759,,1.0,CONDO,Queens,0
384500.0,2483.6448445112146,,1.0,CONDO,Queens,0
595000.0,3843.351579932829,,2.0,CONDO,Queens,0
325000.0,2099.3096865179314,,1.0,CONDO,Queens,0
450000.0,2906.7364890248277,,5.0,SINGLE_FAMILY,Queens,0
988000.0,6381.901447014512,,3.0,SINGLE_FAMILY,Queens,0
249000.0,1608.3941905937381,,1.0,APARTMENT,Queens,0
249000.0,1608.3941905937381,,1.0,CONDO,Queens,0
405000.0,2616.062840122345,,4.0,MULTI_FAMILY,Queens,0
689000.0,4450.536535418015,,5.0,MULTI_FAMILY,Queens,0
299999.0,1937.817866602132,,1.0,CONDO,Queens,0
799000.0,5161.072121624084,,4.0,SINGLE_FAMILY,Queens,0
3388000.0,21884.49605514693,,5.0,SINGLE_FAMILY,Queens,0
825000.0,5329.016896545519,,3.0,SINGLE_FAMILY,Queens,0
328000.0,2118.687929778097,,2.0,CONDO,Queens,0
228800.0,1477.914019308624,,1.0,CONDO,Queens,0
400000.0,2583.7657680220696,,2.0,CONDO,Queens,0
899999.0,5813.466518635237,,6.0,MULTI_FAMILY,Queens,0
245000.0,1582.5565329135175,,1.0,CONDO,Queens,0
950000.0,6136.4436990524155,,3.0,CONDO,Queens,0
300000.0,1937.824326016552,,1.0,CONDO,Queens,0
424999.0,2745.244669109029,,2.0,CONDO,Queens,0
958000.0,6188.119014412857,,4.0,MULTI_FAMILY,Queens,0
239000.0,1543.8000463931867,,1.0,CONDO,Queens,0
289000.0,1866.770767395945,,1.0,CONDO,Queens,0
399950.0,2583.442797301067,,2.0,CONDO,Queens,0
309000.0,1995.9590557970487,,1.0,CONDO,Queens,0
305000.0,1970.121398116828,,1.0,CONDO,Queens,0
798000.0,5154.612707204029,,3.0,SINGLE_FAMILY,Queens,0
510000.0,3294.3013542281383,,2.0,CONDO,Queens,0
1550000.0,10012.09235108552,,3.0,SINGLE_FAMILY,Queens,0
308888.0,1995.2356013820026,,1.0,CONDO,Queens,0
1550000.0,10012.09235108552,,3.0,SINGLE_FAMILY,Queens,0
239000.0,1543.8000463931867,,1.0,CONDO,Queens,0
699000.0,4515.130679618566,,3.0,SINGLE_FAMILY,Queens,0
380000.0,2454.5774796209657,,1.0,CONDO,Queens,0
1739000.0,11232.921676475948,,2.0,MULTI_FAMILY,Queens,0
279000.0,1802.1766231953934,,1.0,CONDO,Queens,0
1695000.0,10948.70744199352,,2.0,MULTI_FAMILY,Queens,0
378000.0,2441.658650780856,,1.0,CONDO,Queens,0
899999.0,5813.466518635237,,4.0,MULTI_FAMILY,Queens,0
575.0,3.7141632915317246,,4.0,MULTI_FAMILY,Queens,0
999000.0,6452.955005635118,,5.0,MULTI_FAMILY,Queens,0
328000.0,2118.687929778097,,2.0,CONDO,Queens,0
599000.0,3869.1892376130486,,3.0,SINGLE_FAMILY,Queens,0
349000.0,2254.3356325992554,,2.0,CONDO,Queens,0
649900.0,4197.973431593858,,2.0,CONDO,Queens,0
925000.0,5974.958338551035,,2.0,SINGLE_FAMILY,Queens,0
799000.0,5161.072121624084,,4.0,SINGLE_FAMILY,Queens,0
328000.0,2118.687929778097,,2.0,CONDO,Queens,0
599000.0,3869.1892376130486,,2.0,CONDO,Queens,0
989888.0,6394.096821439576,,6.0,MULTI_FAMILY,Queens,0
235000.0,1517.9623887129658,,0.0,CONDO,Queens,0
440000.0,2842.1423448242767,,2.0,CONDO,Queens,0
375000.0,2422.2804075206896,,2.0,CONDO,Queens,0
249000.0,1608.3941905937381,,0.0,CONDO,Queens,0
729990.0,4715.307932496076,,3.0,SINGLE_FAMILY,Queens,0
1588000.0,10257.550099047616,,3.0,SINGLE_FAMILY,Queens,0
329000.0,2125.147344198152,,2.0,CONDO,Queens,0
499000.0,3223.2477956075318,,4.0,SINGLE_FAMILY,Queens,0
998000.0,6446.4955912150635,,4.0,SINGLE_FAMILY,Queens,0
1050000.0,6782.385141057932,,6.0,SINGLE_FAMILY,Queens,0
389000.0,2512.7122094014626,,2.0,CONDO,Queens,0
359000.0,2318.9297767998073,,2.0,CONDO,Queens,0
570000.0,3681.866219431449,,3.0,SINGLE_FAMILY,Queens,0
428000.0,2764.6293717836147,,1.0,CONDO,Queens,0
435000.0,2809.845272724001,,2.0,CONDO,Queens,0
1180000.0,7622.1090156651035,,4.0,MULTI_FAMILY,Queens,0
688000.0,4444.077120997959,,4.0,SINGLE_FAMILY,Queens,0
295000.0,1905.5272539162759,,1.0,CONDO,Queens,0
290000.0,1873.2301818160006,,1.0,CONDO,Queens,0
1690000.0,10916.410369893243,,3.0,SINGLE_FAMILY,Queens,0
2050000.0,13241.799561113105,,5.0,SINGLE_FAMILY,Queens,0
387777.0,2504.812345565735,,3.0,CONDO,Queens,0
499999.0,3229.700750613167,,2.0,SINGLE_FAMILY,Queens,0
1750000.0,11303.975235096555,,5.0,SINGLE_FAMILY,Queens,0
488000.0,3152.1942369869253,,2.0,CONDO,Queens,0
425000.0,2745.251128523449,,2.0,CONDO,Queens,0
629900.0,4068.7851431927534,,1.0,CONDO,Queens,0
469900.0,3035.2788359839265,,1.0,CONDO,Queens,0
329000.0,2125.147344198152,,2.0,CONDO,Queens,0
359000.0,2318.9297767998073,,1.0,CONDO,Queens,0
579000.0,3740.000949211945,,2.0,CONDO,Queens,0
899000.0,5807.013563629602,,3.0,SINGLE_FAMILY,Queens,0
284000.0,1834.4736952956694,,1.0,CONDO,Queens,0
775000.0,5006.04617554276,,4.0,MULTI_FAMILY,Queens,0
460000.0,2971.33063322538,,2.0,CONDO,Queens,0
269000.0,1737.5824789948417,,2.0,CONDO,Queens,0
249990.0,1614.7890108695929,,1.0,CONDO,Queens,0
2298000.0,14843.734337286787,,6.0,MULTI_FAMILY,Queens,0
385000.0,2486.874551721242,,1.0,CONDO,Queens,0
329000.0,2125.147344198152,,2.0,CONDO,Queens,0
345000.0,2228.497974919035,,2.0,CONDO,Queens,0
425000.0,2745.251128523449,,1.0,CONDO,Queens,0
660000.0,4263.213517236415,,3.0,SINGLE_FAMILY,Queens,0
1249000.0,8067.808610648913,,4.0,SINGLE_FAMILY,Queens,0
1100000.0,7105.355862060691,,3.0,SINGLE_FAMILY,Queens,0
1249000.0,8067.808610648913,,3.0,SINGLE_FAMILY,Queens,0
199999.0,1291.8764245966145,,1.0,CONDO,Queens,0
1388000.0,8965.667215036581,,4.0,SINGLE_FAMILY,Queens,0
559000.0,3610.812660810842,,2.0,CONDO,Queens,0
1350000.0,8720.209467074485,,2.4719502074688795,LOT,Queens,0
899000.0,5807.013563629602,,3.0,SINGLE_FAMILY,Queens,0
1200000.0,7751.297304066208,,6.0,MULTI_FAMILY,Queens,0
599000.0,3869.1892376130486,,1.0,CONDO,Queens,0
650000.0,4198.619373035863,,3.0,SINGLE_FAMILY,Queens,0
468000.0,3023.005948585821,,1.0,CONDO,Queens,0
750000.0,4844.560815041379,,5.0,SINGLE_FAMILY,Queens,0
585000.0,3778.7574357322774,,3.0,SINGLE_FAMILY,Queens,0
449000.0,2900.277074604773,,2.0,CONDO,Queens,0
1199000.0,7744.837889646154,,3.0,SINGLE_FAMILY,Queens,0
568000.0,3668.9473905913387,,1.0,CONDO,Queens,0
430000.0,2777.5482006237244,,2.0,CONDO,Queens,0
400000.0,2583.7657680220696,,2.0,CONDO,Queens,0
720000.0,4650.778382439725,,3.0,SINGLE_FAMILY,Queens,0
725000.0,4683.075454540001,,3.0,SINGLE_FAMILY,Queens,0
318000.0,2054.093785577545,,1.0,CONDO,Queens,0
475000.0,3068.2218495262077,,1.0,CONDO,Queens,0
1249000.0,8067.808610648913,,7.0,MULTI_FAMILY,Queens,0
450000.0,2906.7364890248277,,1.0,CONDO,Queens,0
819000.0,5290.2604100251865,,3.0,SINGLE_FAMILY,Queens,0
589000.0,3804.595093412497,,6.0,MULTI_FAMILY,Queens,0
999000.0,6452.955005635118,,5.0,SINGLE_FAMILY,Queens,0
725000.0,4683.075454540001,,2.0,CONDO,Queens,0
899000.0,5807.013563629602,,3.0,TOWNHOUSE,Queens,0
385000.0,2486.874551721242,,2.0,CONDO,Queens,0
389000.0,2512.7122094014626,,2.0,CONDO,Queens,0
269000.0,1737.5824789948417,,2.0,CONDO,Queens,0
570000.0,3681.866219431449,,3.0,SINGLE_FAMILY,Queens,0
310000.0,2002.418470217104,,1.0,CONDO,Queens,0
975000.0,6297.929059553794,,6.0,MULTI_FAMILY,Queens,0
255000.0,1647.1506771140691,,1.0,CONDO,Queens,0
750000.0,4844.560815041379,,3.0,SINGLE_FAMILY,Queens,0
1648000.0,10645.114964250926,,8.0,MULTI_FAMILY,Queens,0
438999.0,2835.676470989801,,1.0,CONDO,Queens,0
225000.0,1453.3682445124139,,1.0,CONDO,Queens,0
679000.0,4385.9423912174625,,2.0,CONDO,Queens,0
1399000.0,9036.720773657187,,6.0,MULTI_FAMILY,Queens,0
1149000.0,7421.867168643394,,5.0,SINGLE_FAMILY,Queens,0
1650000.0,10658.033793091035,,9.0,MULTI_FAMILY,Queens,0
715000.0,4618.481310339449,,4.0,SINGLE_FAMILY,Queens,0
469000.0,3029.4653630058765,,2.0,CONDO,Queens,0
955000.0,6168.74077115269,,6.0,MULTI_FAMILY,Queens,0
2400000.0,15502.594608132416,,2.4719502074688795,LOT,Queens,0
320000.0,2067.012614417656,,2.0,CONDO,Queens,0
988000.0,6381.901447014512,,3.0,SINGLE_FAMILY,Queens,0
1699999.0,10980.998054679376,,7.0,MULTI_FAMILY,Queens,0
1429000.0,9230.503206258843,,7.0,MULTI_FAMILY,Queens,0
388.0,2.5062527949814077,,2.0,CONDO,Queens,0
298000.0,1924.9054971764417,,1.0,CONDO,Queens,0
350000.0,2260.795047019311,,1.0,CONDO,Queens,0
285000.0,1840.9331097157249,,1.0,CONDO,Queens,0
359000.0,2318.9297767998073,,2.0,CONDO,Queens,0
285000.0,1840.9331097157249,,1.0,CONDO,Queens,0
728000.0,4702.453697800166,,2.0,SINGLE_FAMILY,Queens,0
864000.0,5580.934058927671,,5.0,MULTI_FAMILY,Queens,0
1480000.0,9559.933341681657,,4.0,MULTI_FAMILY,Queens,0
1175000.0,7589.811943564829,,5.0,SINGLE_FAMILY,Queens,0
479000.0,3094.0595072064284,,3.0,SINGLE_FAMILY,Queens,0
1850000.0,11949.91667710207,,11.0,MULTI_FAMILY,Queens,0
1498000.0,9676.20280124265,,4.0,SINGLE_FAMILY,Queens,0
539999.0,3488.077327415374,,2.0,CONDO,Queens,0
349000.0,2254.3356325992554,,1.0,CONDO,Queens,0
349000.0,2254.3356325992554,,1.0,CONDO,Queens,0
625000.0,4037.134012534484,,2.0,CONDO,Queens,0
1089000.0,7034.302303440084,,7.0,SINGLE_FAMILY,Queens,0
399000.0,2577.3063536020145,,1.0,CONDO,Queens,0
830000.0,5361.313968645794,,3.0,SINGLE_FAMILY,Queens,0
1299999.0,8397.232286657305,,5.0,MULTI_FAMILY,Queens,0
249000.0,1608.3941905937381,,1.0,CONDO,Queens,0
265000.0,1711.744821314621,,1.0,CONDO,Queens,0
299000.0,1931.364911596497,,1.0,CONDO,Queens,0
466000.0,3010.087119745711,,1.0,CONDO,Queens,0
1380000.0,8913.99189967614,,6.0,MULTI_FAMILY,Queens,0
719000.0,4644.31896801967,,2.0,CONDO,Queens,0
460000.0,2971.33063322538,,2.0,CONDO,Queens,0
1090000.0,7040.76171786014,,4.0,MULTI_FAMILY,Queens,0
345000.0,2228.497974919035,,2.0,CONDO,Queens,0
370000.0,2389.9833354204143,,1.0,CONDO,Queens,0
320000.0,2067.012614417656,,2.0,CONDO,Queens,0
595000.0,3843.351579932829,,3.0,SINGLE_FAMILY,Queens,0
449000.0,2900.277074604773,,2.0,CONDO,Queens,0
999000.0,6452.955005635118,,4.0,MULTI_FAMILY,Queens,0
1000050.0,6459.737390776177,,0.0,CONDO,Queens,0
2500000.0,16148.536050137936,,8.0,SINGLE_FAMILY,Queens,0
1388000.0,8965.667215036581,,3.0,SINGLE_FAMILY,Queens,0
1148000.0,7415.407754223341,,3.0,SINGLE_FAMILY,Queens,0
2490000.0,16083.94190593738,,4.0,SINGLE_FAMILY,Queens,0
240000.0,1550.2594608132415,,2.0,CONDO,Queens,0
480000.0,3100.518921626484,,2.0,CONDO,Queens,0
265000.0,1711.744821314621,,1.0,CONDO,Queens,0
350000.0,2260.795047019311,,1.0,CONDO,Queens,0
829000.0,5354.854554225739,,4.0,MULTI_FAMILY,Queens,0
829000.0,5354.854554225739,,5.0,MULTI_FAMILY,Queens,0
309000.0,1995.9590557970487,,2.0,CONDO,Queens,0
555000.0,3584.975003130621,,2.0,CONDO,Queens,0
599000.0,3869.1892376130486,,3.0,SINGLE_FAMILY,Queens,0
235000.0,1517.9623887129658,,1.0,CONDO,Queens,0
300000.0,1937.824326016552,,2.0,CONDO,Queens,0
850000.0,5490.502257046897,,2.0,MULTI_FAMILY,Queens,0
1600000.0,10335.063072088278,,8.0,MULTI_FAMILY,Queens,0
1650000.0,10658.033793091035,,6.0,MULTI_FAMILY,Queens,0
699000.0,4515.130679618566,,3.0,SINGLE_FAMILY,Queens,0
699000.0,4515.130679618566,,2.0,SINGLE_FAMILY,Queens,0
1299000.0,8390.779331651669,,5.0,SINGLE_FAMILY,Queens,0
975000.0,6297.929059553794,,5.0,MULTI_FAMILY,Queens,0
175000.0,1130.3975235096555,,0.0,CONDO,Queens,0
1399000.0,9036.720773657187,,4.0,SINGLE_FAMILY,Queens,0
600000.0,3875.648652033104,,6.0,MULTI_FAMILY,Queens,0
625000.0,4037.134012534484,,4.0,SINGLE_FAMILY,Queens,0
1349000.0,8713.75005265443,,9.0,MULTI_FAMILY,Queens,0
989999.0,6394.813816440202,,5.0,SINGLE_FAMILY,Queens,0
758888.0,4901.972090406831,,4.0,MULTI_FAMILY,Queens,0
830000.0,5361.313968645794,,4.0,MULTI_FAMILY,Queens,0
1200000.0,7751.297304066208,,6.0,MULTI_FAMILY,Queens,0
1248888.0,8067.085156233868,,3.0,SINGLE_FAMILY,Queens,0
999999.0,6459.407960640754,,5.0,SINGLE_FAMILY,Queens,0
350000.0,2260.795047019311,,2.4719502074688795,LOT,Queens,0
2150000.0,13887.741003118623,,4.0,SINGLE_FAMILY,Queens,0
699000.0,4515.130679618566,,3.0,SINGLE_FAMILY,Queens,0
1080000.0,6976.167573659587,,3.0,SINGLE_FAMILY,Queens,0
958000.0,6188.119014412857,,3.0,SINGLE_FAMILY,Queens,0
799000.0,5161.072121624084,,3.0,SINGLE_FAMILY,Queens,0
339000.0,2189.741488398704,,2.0,CONDO,Queens,0
1600000.0,10335.063072088278,,4.0,SINGLE_FAMILY,Queens,0
1288000.0,8319.725773031063,,4.0,MULTI_FAMILY,Queens,0
785000.0,5070.640319743311,,5.0,SINGLE_FAMILY,Queens,0
289000.0,1866.770767395945,,2.0,CONDO,Queens,0
649000.0,4192.159958615808,,3.0,SINGLE_FAMILY,Queens,0
645000.0,4166.322300935587,,2.0,MULTI_FAMILY,Queens,0
1190000.0,7686.703159865657,,3.0,SINGLE_FAMILY,Queens,0
750000.0,4844.560815041379,,3.0,SINGLE_FAMILY,Queens,0
280000.0,1808.6360376154487,,2.0,CONDO,Queens,0
1050000.0,6782.385141057932,,3.0,SINGLE_FAMILY,Queens,0
649000.0,4192.159958615808,,3.0,SINGLE_FAMILY,Queens,0
645000.0,4166.322300935587,,2.0,SINGLE_FAMILY,Queens,0
1099000.0,7098.8964476406345,,5.0,MULTI_FAMILY,Queens,0
715000.0,4618.481310339449,,3.0,SINGLE_FAMILY,Queens,0
860000.0,5555.096401247449,,3.0,SINGLE_FAMILY,Queens,0
649000.0,4192.159958615808,,3.0,SINGLE_FAMILY,Queens,0
535000.0,3455.786714729518,,2.0,SINGLE_FAMILY,Queens,0
919000.0,5936.201852030705,,6.0,MULTI_FAMILY,Queens,0
1375000.0,8881.694827575864,,6.0,MULTI_FAMILY,Queens,0
749000.0,4838.101400621325,,3.0,SINGLE_FAMILY,Queens,0
1076000.0,6950.329915979367,,5.0,MULTI_FAMILY,Queens,0
729000.0,4708.9131122202225,,3.0,SINGLE_FAMILY,Queens,0
599000.0,3869.1892376130486,,3.0,TOWNHOUSE,Queens,0
759000.0,4902.695544821877,,4.0,SINGLE_FAMILY,Queens,0
799000.0,5161.072121624084,,5.0,MULTI_FAMILY,Queens,0
601999.0,3888.5610214587946,,2.0,SINGLE_FAMILY,Queens,0
900000.0,5813.4729780496555,,3.0,MULTI_FAMILY,Queens,0
849000.0,5484.042842626844,,6.0,MULTI_FAMILY,Queens,0
999000.0,6452.955005635118,,4.0,MULTI_FAMILY,Queens,0
349000.0,2254.3356325992554,,2.0,SINGLE_FAMILY,Queens,0
496000.0,3203.869552347366,,3.0,SINGLE_FAMILY,Queens,0
769000.0,4967.289689022429,,3.0,SINGLE_FAMILY,Queens,0
495000.0,3197.4101379273106,,3.0,SINGLE_FAMILY,Queens,0
630000.0,4069.4310846347603,,3.0,SINGLE_FAMILY,Queens,0
639000.0,4127.565814415256,,3.0,SINGLE_FAMILY,Queens,0
515000.0,3326.5984263284145,,3.0,SINGLE_FAMILY,Queens,0
669000.0,4321.348247016911,,3.0,MULTI_FAMILY,Queens,0
599999.0,3875.642192618684,,3.0,SINGLE_FAMILY,Queens,0
585000.0,3778.7574357322774,,3.0,SINGLE_FAMILY,Queens,0
629000.0,4062.971670214704,,2.0,SINGLE_FAMILY,Queens,0
619000.0,3998.3775260141524,,4.0,SINGLE_FAMILY,Queens,0
299999.0,1937.817866602132,,3.0,SINGLE_FAMILY,Queens,0
1300000.0,8397.238746071725,,4.0,SINGLE_FAMILY,Queens,0
1858000.0,12001.591992462512,,6.0,MULTI_FAMILY,Queens,0
1398880.0,9035.94564392678,,6.0,MULTI_FAMILY,Queens,0
1459000.0,9424.2856388605,,5.0,MULTI_FAMILY,Queens,0
939868.0,6070.9969121484155,,4.0,SINGLE_FAMILY,Queens,0
1048000.0,6769.466312217823,,3.0,SINGLE_FAMILY,Queens,0
1998000.0,12905.910011270236,,5.0,SINGLE_FAMILY,Queens,0
588000.0,3798.135678992442,,2.0,CONDO,Queens,0
1780000.0,11497.757667698208,,6.0,SINGLE_FAMILY,Queens,0
1538800.0,9939.7469095809,,6.0,SINGLE_FAMILY,Queens,0
1850000.0,11949.91667710207,,6.0,MULTI_FAMILY,Queens,0
748888.0,4837.377946206279,,3.0,SINGLE_FAMILY,Queens,0
799000.0,5161.072121624084,,3.0,SINGLE_FAMILY,Queens,0
858000.0,5542.177572407339,,2.0,SINGLE_FAMILY,Queens,0
1280000.0,8268.050457670623,,3.0,SINGLE_FAMILY,Queens,0
1199000.0,7744.837889646154,,4.0,SINGLE_FAMILY,Queens,0
2380000.0,15373.406319731312,,5.0,MULTI_FAMILY,Queens,0
869888.0,5618.967091032954,,3.0,SINGLE_FAMILY,Queens,0
1248888.0,8067.085156233868,,6.0,CONDO,Queens,0
1100000.0,7105.355862060691,,3.0,SINGLE_FAMILY,Queens,0
988000.0,6381.901447014512,,3.0,SINGLE_FAMILY,Queens,0
868000.0,5606.771716607889,,3.0,SINGLE_FAMILY,Queens,0
2580000.0,16665.289203742348,,5.0,MULTI_FAMILY,Queens,0
239000.0,1543.8000463931867,,1.0,CONDO,Queens,0
1399000.0,9036.720773657187,,5.0,SINGLE_FAMILY,Queens,0
1995000.0,12886.53176801007,,6.0,MULTI_FAMILY,Queens,0
1599000.0,10328.603657668224,,6.0,MULTI_FAMILY,Queens,0
828000.0,5348.395139805684,,2.0,SINGLE_FAMILY,Queens,0
2100000.0,13564.770282115864,,5.0,MULTI_FAMILY,Queens,0
2680000.0,17311.230645747866,,7.0,MULTI_FAMILY,Queens,0
708.0,4.573265409399063,,3.0,SINGLE_FAMILY,Queens,0
1230000.0,7945.079736667863,,5.0,MULTI_FAMILY,Queens,0
888000.0,5735.960005008994,,4.0,SINGLE_FAMILY,Queens,0
899888.0,5812.74952363461,,4.0,MULTI_FAMILY,Queens,0
1058000.0,6834.060456418374,,4.0,SINGLE_FAMILY,Queens,0
1160000.0,7492.9207272640015,,4.0,SINGLE_FAMILY,Queens,0
800000.0,5167.531536044139,,3.0,TOWNHOUSE,Queens,0
865000.0,5587.3934733477245,,3.0,SINGLE_FAMILY,Queens,0
948888.0,6129.260830217313,,3.0,SINGLE_FAMILY,Queens,0
255000.0,1647.1506771140691,,1.0,CONDO,Queens,0
828000.0,5348.395139805684,,3.0,SINGLE_FAMILY,Queens,0
1198000.0,7738.378475226097,,4.0,SINGLE_FAMILY,Queens,0
1590000.0,10270.468927887725,,5.0,MULTI_FAMILY,Queens,0
1399000.0,9036.720773657187,,5.0,MULTI_FAMILY,Queens,0
1088000.0,7027.842889020029,,3.0,SINGLE_FAMILY,Queens,0
1100000.0,7105.355862060691,,4.0,MULTI_FAMILY,Queens,0
799000.0,5161.072121624084,,3.0,SINGLE_FAMILY,Queens,0
799000.0,5161.072121624084,,3.0,SINGLE_FAMILY,Queens,0
1398000.0,9030.261359237133,,5.0,MULTI_FAMILY,Queens,0
1550000.0,10012.09235108552,,4.0,SINGLE_FAMILY,Queens,0
1988000.0,12841.315867069687,,9.0,MULTI_FAMILY,Queens,0
314999.0,2034.7090829029598,,2.0,CONDO,Queens,0
215000.0,1388.7741003118622,,1.0,CONDO,Queens,0
174999.0,1130.3910640952354,,0.0,CONDO,Queens,0
